bank_transaction_id,settlement_id,transaction_date,transaction_time,reference,credit_amount,bank_status
BANK250063,SET250063,2026-08-15,10:30:00,TX250063,487.22,CREDITED
BANK250064,SET250064,2026-08-16,10:30:00,TX250064,487.22,CREDITED
BANK250065,SET250065,2026-08-17,10:30:00,TX250065,7810.22,CREDITED
BANK250066,SET250066,2026-08-18,10:30:00,TX250066,19527.02,CREDITED
BANK250067,SET250067,2026-08-19,10:30:00,TX250067,29291.02,CREDITED
BANK250068,SET250068,2026-08-20,10:30:00,TX250068,780.14,CREDITED
BANK250069,SET250069,2026-08-21,10:30:00,TX250069,29291.02,CREDITED
BANK250070,SET250070,2026-08-22,10:30:00,TX250070,19527.02,CREDITED
BANK250071,SET250071,2026-08-23,10:30:00,TX250071,29291.02,CREDITED
BANK250072,SET250072,2026-08-24,10:30:00,TX250072,487.22,CREDITED
BANK250073,SET250073,2026-08-26,10:30:00,TX250073,6102.01,CREDITED
BANK250074,SET250074,2026-08-27,10:30:00,TX250074,390.07,CREDITED
BANK250075,SET250075,2026-08-03,10:30:00,TX250075,14645.51,CREDITED
BANK250076,SET250076,2026-08-04,10:30:00,TX250076,634.17,CREDITED
BANK250077,SET250077,2026-08-05,10:30:00,TX250077,2440.51,CREDITED
BANK250078,SET250078,2026-08-06,10:30:00,TX250078,1220.01,CREDITED
BANK250079,SET250079,2026-08-07,10:30:00,TX250079,243.61,CREDITED
BANK250080,SET250080,2026-08-08,10:30:00,TX250080,3905.11,CREDITED
BANK250081,SET250081,2026-08-09,10:30:00,TX250081,3905.11,CREDITED
BANK250082,SET250082,2026-08-10,10:30:00,TX250082,634.17,CREDITED
BANK250083,SET250083,2026-08-11,10:30:00,TX250083,9763.51,CREDITED
BANK250084,SET250084,2026-08-12,10:30:00,TX250084,390.07,CREDITED
BANK250085,SET250085,2026-08-13,10:30:00,TX250085,2440.51,CREDITED
BANK250086,SET250086,2026-08-14,10:30:00,TX250086,390.07,CREDITED
BANK250087,SET250087,2026-08-15,10:30:00,TX250087,6102.01,CREDITED
BANK250088,SET250088,2026-08-16,10:30:00,TX250088,9763.51,CREDITED
BANK250089,SET250089,2026-08-17,10:30:00,TX250089,634.17,CREDITED
BANK250090,SET250090,2026-08-18,10:30:00,TX250090,14645.51,CREDITED
BANK250091,SET250091,2026-08-19,10:30:00,TX250091,243.61,CREDITED
BANK250092,SET250092,2026-08-20,10:30:00,TX250092,243.61,CREDITED
BANK250093,SET250093,2026-08-21,10:30:00,TX250093,6102.01,CREDITED
BANK250094,SET250094,2026-08-22,10:30:00,TX250094,390.07,CREDITED
BANK250095,SET250095,2026-08-23,10:30:00,TX250095,634.17,CREDITED
BANK250096,SET250096,2026-08-24,10:30:00,TX250096,243.61,CREDITED
BANK250097,SET250097,2026-08-25,10:30:00,TX250097,390.07,CREDITED
BANK250098,SET250098,2026-08-26,10:30:00,TX250098,243.61,CREDITED
BANK250099,SET250099,2026-08-27,10:30:00,TX250099,14645.51,CREDITED
BANK250100,SET250100,2026-08-03,10:30:00,TX250100,3905.11,CREDITED
BANK250101,SET250101,2026-08-04,10:30:00,TX250101,243.61,CREDITED
BANK250102,SET250102,2026-08-05,10:30:00,TX250102,390.07,CREDITED
BANK250103,SET250103,2026-08-05,10:30:00,TX250103,299.0,CREDITED
BANK250104,SET250104,2026-08-06,10:30:00,TX250104,11999.0,CREDITED
BANK250105,SET250105,2026-08-07,10:30:00,TX250105,-1.0,CREDITED
BANK250106,SET250106,2026-08-08,10:30:00,TX250106,7499.0,CREDITED
BANK250107,SET250107,2026-08-09,10:30:00,TX250107,1999.0,CREDITED
BANK250108,SET250108,2026-08-10,10:30:00,TX250108,29499.0,CREDITED
BANK250109,SET250109,2026-08-11,10:30:00,TX250109,-1.0,CREDITED
BANK250110,SET250110,2026-08-12,10:30:00,TX250110,19499.0,CREDITED
BANK250111,SET250111,2026-08-13,10:30:00,TX250111,799.0,CREDITED
BANK250112,SET250112,2026-08-14,10:30:00,TX250112,19499.0,CREDITED
BANK250113,SET250113,2026-08-15,10:30:00,TX250113,19499.0,CREDITED
BANK250114,SET250114,2026-08-16,10:30:00,TX250114,19499.0,CREDITED
BANK250115,SET250115,2026-08-17,10:30:00,TX250115,299.0,CREDITED
BANK250116,SET250116,2026-08-18,10:30:00,TX250116,1999.0,CREDITED
BANK250117,SET250117,2026-08-19,10:30:00,TX250117,799.0,CREDITED
BANK250118,SET250118,2026-08-20,10:30:00,TX250118,799.0,CREDITED
BANK250119,SET250119,2026-08-21,10:30:00,TX250119,29499.0,CREDITED
BANK250120,SET250120,2026-08-22,10:30:00,TX250120,1999.0,CREDITED
BANK250121,SET250121,2026-08-23,10:30:00,TX250121,4499.0,CREDITED
BANK250122,SET250122,2026-08-24,10:30:00,TX250122,299.0,CREDITED
BANK250123,SET250123,2026-08-25,10:30:00,TX250123,11999.0,CREDITED
BANK250124,SET250124,2026-08-19,10:30:00,TX250142,12499.0,CREDITED
BANK250124D,SET250124,2026-08-19,10:31:00,TX250142,12499.0,CREDITED
BANK250125,SET250125,2026-08-20,10:30:00,TX250143,12499.0,CREDITED
BANK250125D,SET250125,2026-08-20,10:31:00,TX250143,12499.0,CREDITED
BANK250126,SET250126,2026-08-21,10:30:00,TX250144,799.0,CREDITED
BANK250126D,SET250126,2026-08-21,10:31:00,TX250144,799.0,CREDITED
BANK250127,SET250127,2026-08-22,10:30:00,TX250145,29999.0,CREDITED
BANK250127D,SET250127,2026-08-22,10:31:00,TX250145,29999.0,CREDITED
BANK250128,SET250128,2026-08-23,10:30:00,TX250146,12499.0,CREDITED
BANK250128D,SET250128,2026-08-23,10:31:00,TX250146,12499.0,CREDITED
BANK250129,SET250129,2026-08-24,10:30:00,TX250147,499.0,CREDITED
BANK250129D,SET250129,2026-08-24,10:31:00,TX250147,499.0,CREDITED
BANK250130,SET250130,2026-08-25,10:30:00,TX250148,19999.0,CREDITED
BANK250130D,SET250130,2026-08-25,10:31:00,TX250148,19999.0,CREDITED
BANK250131,SET250131,2026-08-26,10:30:00,TX250149,2499.0,CREDITED
BANK250131D,SET250131,2026-08-26,10:31:00,TX250149,2499.0,CREDITED
BANK250132,SET250132,2026-08-02,10:30:00,TX250150,19999.0,CREDITED
BANK250132D,SET250132,2026-08-02,10:31:00,TX250150,19999.0,CREDITED
BANK250133,SET250133,2026-08-03,10:30:00,TX250151,799.0,CREDITED
BANK250133D,SET250133,2026-08-03,10:31:00,TX250151,799.0,CREDITED
BANK250134,SET250134,2026-08-04,10:30:00,TX250152,1299.0,CREDITED
BANK250134D,SET250134,2026-08-04,10:31:00,TX250152,1299.0,CREDITED
BANK250135,SET250135,2026-08-05,10:30:00,TX250153,799.0,CREDITED
BANK250135D,SET250135,2026-08-05,10:31:00,TX250153,799.0,CREDITED
BANK250136,SET250136,2026-08-06,10:30:00,TX250154,1299.0,CREDITED
BANK250136D,SET250136,2026-08-06,10:31:00,TX250154,1299.0,CREDITED
BANK250137,SET250137,2026-08-07,10:30:00,TX250155,4999.0,CREDITED
BANK250137D,SET250137,2026-08-07,10:31:00,TX250155,4999.0,CREDITED
BANK250138,SET250138,2026-08-08,10:30:00,TX250156,799.0,CREDITED
BANK250138D,SET250138,2026-08-08,10:31:00,TX250156,799.0,CREDITED
BANK250139,SET250139,2026-08-09,10:30:00,TX250157,4999.0,CREDITED
BANK250139D,SET250139,2026-08-09,10:31:00,TX250157,4999.0,CREDITED
BANK250140,SET250140,2026-08-10,10:30:00,TX250158,4999.0,CREDITED
BANK250140D,SET250140,2026-08-10,10:31:00,TX250158,4999.0,CREDITED
BANK250141,SET250141,2026-08-11,10:30:00,TX250159,799.0,CREDITED
BANK250141D,SET250141,2026-08-11,10:31:00,TX250159,799.0,CREDITED
BANK250142,SET250142,2026-08-12,10:30:00,TX250160,19999.0,CREDITED
BANK250142D,SET250142,2026-08-12,10:31:00,TX250160,19999.0,CREDITED
BANK250143,SET250143,2026-08-13,10:30:00,TX250161,2499.0,CREDITED
BANK250143D,SET250143,2026-08-13,10:31:00,TX250161,2499.0,CREDITED
BANK250144,SET250144,2026-08-14,10:30:00,TX250162,7999.0,CREDITED
BANK250144D,SET250144,2026-08-14,10:31:00,TX250162,7999.0,CREDITED
BANK250145,SET250145,2026-08-15,10:30:00,TX250163,19999.0,CREDITED
BANK250145D,SET250145,2026-08-15,10:31:00,TX250163,19999.0,CREDITED
BANK250146,SET250146,2026-08-16,10:30:00,TX250164,2499.0,CREDITED
BANK250146D,SET250146,2026-08-16,10:31:00,TX250164,2499.0,CREDITED
BANK250147,SET250147,2026-08-17,10:30:00,TX250165,12499.0,CREDITED
BANK250147D,SET250147,2026-08-17,10:31:00,TX250165,12499.0,CREDITED
BANK250148,SET250148,2026-08-18,10:30:00,TX250166,7999.0,CREDITED
BANK250148D,SET250148,2026-08-18,10:31:00,TX250166,7999.0,CREDITED
BANK250149,SET250149,2026-08-19,10:30:00,TX250167,12499.0,CREDITED
BANK250149D,SET250149,2026-08-19,10:31:00,TX250167,12499.0,CREDITED
BANK250150,SET250150,2026-08-20,10:30:00,TX250168,29999.0,CREDITED
BANK250150D,SET250150,2026-08-20,10:31:00,TX250168,29999.0,CREDITED
BANK250151,SET250151,2026-08-21,10:30:00,TX250169,19999.0,CREDITED
BANK250151D,SET250151,2026-08-21,10:31:00,TX250169,19999.0,CREDITED
BANK250152,SET250152,2026-08-22,10:30:00,TX250170,499.0,CREDITED
BANK250152D,SET250152,2026-08-22,10:31:00,TX250170,499.0,CREDITED
BANK250153,SET250153,2026-08-23,10:30:00,TX250171,4999.0,CREDITED
BANK250153D,SET250153,2026-08-23,10:31:00,TX250171,4999.0,CREDITED
BANK250154,SET250154,2026-08-24,10:30:00,TX250172,1299.0,CREDITED
BANK250154D,SET250154,2026-08-24,10:31:00,TX250172,1299.0,CREDITED
BANK250155,SET250155,2026-08-25,10:30:00,TX250173,12499.0,CREDITED
BANK250155D,SET250155,2026-08-25,10:31:00,TX250173,12499.0,CREDITED
BANK250156,SET250156,2026-08-26,10:30:00,TX250174,499.0,CREDITED
BANK250156D,SET250156,2026-08-26,10:31:00,TX250174,499.0,CREDITED
BANK250157,SET250157,2026-08-02,10:30:00,TX250175,499.0,CREDITED
BANK250157D,SET250157,2026-08-02,10:31:00,TX250175,499.0,CREDITED
BANK250158,SET250158,2026-08-03,10:30:00,TX250176,7999.0,CREDITED
BANK250158D,SET250158,2026-08-03,10:31:00,TX250176,7999.0,CREDITED
BANK250159,SET250159,2026-08-04,10:30:00,TX250177,29999.0,CREDITED
BANK250159D,SET250159,2026-08-04,10:31:00,TX250177,29999.0,CREDITED
BANK250160,SET250160,2026-08-05,10:30:00,TX250178,13999.3,CREDITED
BANK250161,SET250161,2026-08-06,10:30:00,TX250179,8749.3,CREDITED
BANK250162,SET250162,2026-08-07,10:30:00,TX250180,909.3,CREDITED
BANK250163,SET250163,2026-08-08,10:30:00,TX250181,13999.3,CREDITED
BANK250164,SET250164,2026-08-09,10:30:00,TX250182,13999.3,CREDITED
BANK250165,SET250165,2026-08-10,10:30:00,TX250183,5599.3,CREDITED
BANK250166,SET250166,2026-08-11,10:30:00,TX250184,559.3,CREDITED
BANK250167,SET250167,2026-08-12,10:30:00,TX250185,909.3,CREDITED
BANK250168,SET250168,2026-08-13,10:30:00,TX250186,3499.3,CREDITED
BANK250169,SET250169,2026-08-14,10:30:00,TX250187,8749.3,CREDITED
BANK250170,SET250170,2026-08-15,10:30:00,TX250188,5599.3,CREDITED
BANK250171,SET250171,2026-08-16,10:30:00,TX250189,909.3,CREDITED
BANK250172,SET250172,2026-08-17,10:30:00,TX250190,8749.3,CREDITED
BANK250173,SET250173,2026-08-18,10:30:00,TX250191,1749.3,CREDITED
BANK250174,SET250174,2026-08-19,10:30:00,TX250192,8749.3,CREDITED
BANK250175,SET250175,2026-08-20,10:30:00,TX250193,1749.3,CREDITED
BANK250176,SET250176,2026-08-21,10:30:00,TX250194,1749.3,CREDITED
BANK250177,SET250177,2026-08-22,10:30:00,TX250195,3499.3,CREDITED
BANK250178,SET250178,2026-08-23,10:30:00,TX250196,5599.3,CREDITED
BANK250179,SET250179,2026-08-24,10:30:00,TX250197,1749.3,CREDITED
BANK250180,SET250180,2026-08-25,10:30:00,TX250198,1749.3,CREDITED
BANK250181,SET250181,2026-08-26,10:30:00,TX250199,909.3,CREDITED
BANK250182,SET250182,2026-08-02,10:30:00,TX250200,8749.3,CREDITED
BANK250183,SET250183,2026-08-03,10:30:00,TX250201,13999.3,CREDITED
BANK250184,SET250184,2026-08-04,10:30:00,TX250202,909.3,CREDITED
BANK250185,SET250185,2026-08-05,10:30:00,TX250203,559.3,CREDITED
BANK250186,SET250186,2026-09-17,10:30:00,TX250227,799.0,CREDITED
BANK250187,SET250187,2026-09-18,10:30:00,TX250228,12499.0,CREDITED
BANK250188,SET250188,2026-09-19,10:30:00,TX250229,4999.0,CREDITED
BANK250189,SET250189,2026-09-20,10:30:00,TX250230,7999.0,CREDITED
BANK250190,SET250190,2026-09-21,10:30:00,TX250231,2499.0,CREDITED
BANK250191,SET250191,2026-09-22,10:30:00,TX250232,499.0,CREDITED
BANK250192,SET250192,2026-09-23,10:30:00,TX250233,2499.0,CREDITED
BANK250193,SET250193,2026-09-24,10:30:00,TX250234,4999.0,CREDITED
BANK250194,SET250194,2026-09-25,10:30:00,TX250235,7999.0,CREDITED
BANK250195,SET250195,2026-09-26,10:30:00,TX250236,499.0,CREDITED
BANK250196,SET250196,2026-09-27,10:30:00,TX250237,499.0,CREDITED
BANK250197,SET250197,2026-09-28,10:30:00,TX250238,7999.0,CREDITED
BANK250198,SET250198,2026-09-29,10:30:00,TX250239,1299.0,CREDITED
BANK250199,SET250199,2026-09-30,10:30:00,TX250240,1299.0,CREDITED
BANK250200,SET250200,2026-10-01,10:30:00,TX250241,1299.0,CREDITED
BANK250201,SET250201,2026-10-02,10:30:00,TX250242,499.0,CREDITED
BANK250202,SET250202,2026-10-03,10:30:00,TX250243,499.0,CREDITED
BANK250203,SET250203,2026-10-04,10:30:00,TX250244,499.0,CREDITED
BANK250204,SET250204,2026-10-05,10:30:00,TX250245,2499.0,CREDITED
BANK250205,SET250205,2026-10-06,10:30:00,TX250246,2499.0,CREDITED
BANK250206,SET250206,2026-10-07,10:30:00,TX250247,7999.0,CREDITED
BANK250207,SET250207,2026-10-08,10:30:00,TX250248,12499.0,CREDITED
BANK250208,SET250208,2026-10-09,10:30:00,TX250249,12499.0,CREDITED
BANK250209,SET250209,2026-09-15,10:30:00,TX250250,2499.0,CREDITED
