payment_id,order_id,transaction_id,payment_date,payment_time,amount,payment_status,payment_method
PAY250038,ORD250038,TX250038,2026-08-14,10:15:00,2499.0,CAPTURED,CARD
PAY250039,ORD250039,TX250039,2026-08-15,10:15:00,4999.0,CAPTURED,CARD
PAY250040,ORD250040,TX250040,2026-08-16,10:15:00,2499.0,CAPTURED,CARD
PAY250041,ORD250041,TX250041,2026-08-17,10:15:00,499.0,CAPTURED,UPI
PAY250042,ORD250042,TX250042,2026-08-18,10:15:00,499.0,CAPTURED,WALLET
PAY250043,ORD250043,TX250043,2026-08-19,10:15:00,1299.0,CAPTURED,WALLET
PAY250044,ORD250044,TX250044,2026-08-20,10:15:00,7999.0,CAPTURED,WALLET
PAY250045,ORD250045,TX250045,2026-08-21,10:15:00,499.0,CAPTURED,CARD
PAY250046,ORD250046,TX250046,2026-08-22,10:15:00,1299.0,CAPTURED,WALLET
PAY250047,ORD250047,TX250047,2026-08-23,10:15:00,499.0,CAPTURED,NETBANKING
PAY250048,ORD250048,TX250048,2026-08-24,10:15:00,7999.0,CAPTURED,NETBANKING
PAY250049,ORD250049,TX250049,2026-08-25,10:15:00,29999.0,CAPTURED,NETBANKING
PAY250050,ORD250050,TX250050,2026-08-01,10:15:00,1299.0,CAPTURED,CARD
PAY250051,ORD250051,TX250051,2026-08-02,10:15:00,1299.0,CAPTURED,CARD
PAY250052,ORD250052,TX250052,2026-08-03,10:15:00,7999.0,CAPTURED,NETBANKING
PAY250053,ORD250053,TX250053,2026-08-04,10:15:00,29999.0,CAPTURED,CARD
PAY250054,ORD250054,TX250054,2026-08-05,10:15:00,12499.0,CAPTURED,WALLET
PAY250055,ORD250055,TX250055,2026-08-06,10:15:00,29999.0,CAPTURED,UPI
PAY250056,ORD250056,TX250056,2026-08-07,10:15:00,19999.0,CAPTURED,UPI
PAY250057,ORD250057,TX250057,2026-08-08,10:15:00,499.0,CAPTURED,CARD
PAY250058,ORD250058,TX250058,2026-08-09,10:15:00,1299.0,CAPTURED,UPI
PAY250059,ORD250059,TX250059,2026-08-10,10:15:00,12499.0,CAPTURED,NETBANKING
PAY250060,ORD250060,TX250060,2026-08-11,10:15:00,1299.0,CAPTURED,NETBANKING
PAY250061,ORD250061,TX250061,2026-08-12,10:15:00,1299.0,CAPTURED,UPI
PAY250062,ORD250062,TX250062,2026-08-13,10:15:00,1299.0,CAPTURED,UPI
PAY250063,ORD250063,TX250063,2026-08-14,10:15:00,499.0,CAPTURED,CARD
PAY250064,ORD250064,TX250064,2026-08-15,10:15:00,499.0,CAPTURED,NETBANKING
PAY250065,ORD250065,TX250065,2026-08-16,10:15:00,7999.0,CAPTURED,CARD
PAY250066,ORD250066,TX250066,2026-08-17,10:15:00,19999.0,CAPTURED,CARD
PAY250067,ORD250067,TX250067,2026-08-18,10:15:00,29999.0,CAPTURED,WALLET
PAY250068,ORD250068,TX250068,2026-08-19,10:15:00,799.0,CAPTURED,WALLET
PAY250069,ORD250069,TX250069,2026-08-20,10:15:00,29999.0,CAPTURED,WALLET
PAY250070,ORD250070,TX250070,2026-08-21,10:15:00,19999.0,CAPTURED,WALLET
PAY250071,ORD250071,TX250071,2026-08-22,10:15:00,29999.0,CAPTURED,CARD
PAY250072,ORD250072,TX250072,2026-08-23,10:15:00,499.0,CAPTURED,WALLET
PAY250073,ORD250073,TX250073,2026-08-24,10:15:00,12499.0,CAPTURED,WALLET
PAY250074,ORD250074,TX250074,2026-08-25,10:15:00,799.0,CAPTURED,CARD
PAY250075,ORD250075,TX250075,2026-08-01,10:15:00,29999.0,CAPTURED,NETBANKING
PAY250076,ORD250076,TX250076,2026-08-02,10:15:00,1299.0,CAPTURED,CARD
PAY250077,ORD250077,TX250077,2026-08-03,10:15:00,4999.0,CAPTURED,CARD
PAY250078,ORD250078,TX250078,2026-08-04,10:15:00,2499.0,CAPTURED,CARD
PAY250079,ORD250079,TX250079,2026-08-05,10:15:00,499.0,CAPTURED,UPI
PAY250080,ORD250080,TX250080,2026-08-06,10:15:00,7999.0,CAPTURED,NETBANKING
PAY250081,ORD250081,TX250081,2026-08-07,10:15:00,7999.0,CAPTURED,WALLET
PAY250082,ORD250082,TX250082,2026-08-08,10:15:00,1299.0,CAPTURED,WALLET
PAY250083,ORD250083,TX250083,2026-08-09,10:15:00,19999.0,CAPTURED,UPI
PAY250084,ORD250084,TX250084,2026-08-10,10:15:00,799.0,CAPTURED,UPI
PAY250085,ORD250085,TX250085,2026-08-11,10:15:00,4999.0,CAPTURED,WALLET
PAY250086,ORD250086,TX250086,2026-08-12,10:15:00,799.0,CAPTURED,UPI
PAY250087,ORD250087,TX250087,2026-08-13,10:15:00,12499.0,CAPTURED,CARD
PAY250088,ORD250088,TX250088,2026-08-14,10:15:00,19999.0,CAPTURED,CARD
PAY250089,ORD250089,TX250089,2026-08-15,10:15:00,1299.0,CAPTURED,NETBANKING
PAY250090,ORD250090,TX250090,2026-08-16,10:15:00,29999.0,CAPTURED,NETBANKING
PAY250091,ORD250091,TX250091,2026-08-17,10:15:00,499.0,CAPTURED,NETBANKING
PAY250092,ORD250092,TX250092,2026-08-18,10:15:00,499.0,CAPTURED,UPI
PAY250093,ORD250093,TX250093,2026-08-19,10:15:00,12499.0,CAPTURED,CARD
PAY250094,ORD250094,TX250094,2026-08-20,10:15:00,799.0,CAPTURED,WALLET
PAY250095,ORD250095,TX250095,2026-08-21,10:15:00,1299.0,CAPTURED,UPI
PAY250096,ORD250096,TX250096,2026-08-22,10:15:00,499.0,CAPTURED,UPI
PAY250097,ORD250097,TX250097,2026-08-23,10:15:00,799.0,CAPTURED,CARD
PAY250098,ORD250098,TX250098,2026-08-24,10:15:00,499.0,CAPTURED,NETBANKING
PAY250099,ORD250099,TX250099,2026-08-25,10:15:00,29999.0,CAPTURED,WALLET
PAY250100,ORD250100,TX250100,2026-08-01,10:15:00,7999.0,CAPTURED,NETBANKING
PAY250101,ORD250101,TX250101,2026-08-02,10:15:00,499.0,CAPTURED,NETBANKING
PAY250102,ORD250102,TX250102,2026-08-03,10:15:00,799.0,CAPTURED,CARD
PAY250103,ORD250103,TX250103,2026-08-04,10:15:00,799.0,CAPTURED,NETBANKING
PAY250104,ORD250104,TX250104,2026-08-05,10:15:00,12499.0,CAPTURED,UPI
PAY250105,ORD250105,TX250105,2026-08-06,10:15:00,499.0,CAPTURED,WALLET
PAY250106,ORD250106,TX250106,2026-08-07,10:15:00,7999.0,CAPTURED,UPI
PAY250107,ORD250107,TX250107,2026-08-08,10:15:00,2499.0,CAPTURED,UPI
PAY250108,ORD250108,TX250108,2026-08-09,10:15:00,29999.0,CAPTURED,CARD
PAY250109,ORD250109,TX250109,2026-08-10,10:15:00,499.0,CAPTURED,WALLET
PAY250110,ORD250110,TX250110,2026-08-11,10:15:00,19999.0,CAPTURED,WALLET
PAY250111,ORD250111,TX250111,2026-08-12,10:15:00,1299.0,CAPTURED,CARD
PAY250112,ORD250112,TX250112,2026-08-13,10:15:00,19999.0,CAPTURED,NETBANKING
PAY250113,ORD250113,TX250113,2026-08-14,10:15:00,19999.0,CAPTURED,UPI
PAY250114,ORD250114,TX250114,2026-08-15,10:15:00,19999.0,CAPTURED,NETBANKING
PAY250115,ORD250115,TX250115,2026-08-16,10:15:00,799.0,CAPTURED,CARD
PAY250116,ORD250116,TX250116,2026-08-17,10:15:00,2499.0,CAPTURED,NETBANKING
PAY250117,ORD250117,TX250117,2026-08-18,10:15:00,1299.0,CAPTURED,UPI
PAY250118,ORD250118,TX250118,2026-08-19,10:15:00,1299.0,CAPTURED,WALLET
PAY250119,ORD250119,TX250119,2026-08-20,10:15:00,29999.0,CAPTURED,UPI
PAY250120,ORD250120,TX250120,2026-08-21,10:15:00,2499.0,CAPTURED,UPI
PAY250121,ORD250121,TX250121,2026-08-22,10:15:00,4999.0,CAPTURED,CARD
PAY250122,ORD250122,TX250122,2026-08-23,10:15:00,799.0,CAPTURED,CARD
PAY250123,ORD250123,TX250123,2026-08-24,10:15:00,12499.0,CAPTURED,NETBANKING
PAY250124,ORD250124,TX250124,2026-08-25,10:15:00,799.0,CAPTURED,UPI
PAY250125,ORD250125,TX250125,2026-08-01,10:15:00,499.0,CAPTURED,UPI
PAY250126,ORD250126,TX250126,2026-08-02,10:15:00,499.0,CAPTURED,NETBANKING
PAY250127,ORD250127,TX250127,2026-08-03,10:15:00,799.0,CAPTURED,NETBANKING
PAY250128,ORD250128,TX250128,2026-08-04,10:15:00,499.0,CAPTURED,UPI
PAY250129,ORD250129,TX250129,2026-08-05,10:15:00,7999.0,CAPTURED,NETBANKING
PAY250130,ORD250130,TX250130,2026-08-06,10:15:00,799.0,CAPTURED,WALLET
PAY250131,ORD250131,TX250131,2026-08-07,10:15:00,29999.0,CAPTURED,CARD
PAY250132,ORD250132,TX250132,2026-08-08,10:15:00,1299.0,CAPTURED,UPI
PAY250133,ORD250133,TX250133,2026-08-09,10:15:00,29999.0,CAPTURED,NETBANKING
PAY250134,ORD250134,TX250134,2026-08-10,10:15:00,499.0,CAPTURED,CARD
PAY250135,ORD250135,TX250135,2026-08-11,10:15:00,19999.0,CAPTURED,UPI
PAY250136,ORD250136,TX250136,2026-08-12,10:15:00,19999.0,CAPTURED,UPI
PAY250137,ORD250137,TX250137,2026-08-13,10:15:00,499.0,CAPTURED,NETBANKING
PAY250138,ORD250138,TX250138,2026-08-14,10:15:00,29999.0,CAPTURED,NETBANKING
PAY250139,ORD250139,TX250139,2026-08-15,10:15:00,7999.0,CAPTURED,WALLET
PAY250140,ORD250140,TX250140,2026-08-16,10:15:00,12499.0,CAPTURED,UPI
PAY250141,ORD250141,TX250141,2026-08-17,10:15:00,1299.0,CAPTURED,NETBANKING
PAY250142,ORD250142,TX250142,2026-08-18,10:15:00,12499.0,CAPTURED,WALLET
PAY250143,ORD250143,TX250143,2026-08-19,10:15:00,12499.0,CAPTURED,WALLET
PAY250144,ORD250144,TX250144,2026-08-20,10:15:00,799.0,CAPTURED,CARD
PAY250145,ORD250145,TX250145,2026-08-21,10:15:00,29999.0,CAPTURED,UPI
PAY250146,ORD250146,TX250146,2026-08-22,10:15:00,12499.0,CAPTURED,CARD
PAY250147,ORD250147,TX250147,2026-08-23,10:15:00,499.0,CAPTURED,UPI
PAY250148,ORD250148,TX250148,2026-08-24,10:15:00,19999.0,CAPTURED,UPI
PAY250149,ORD250149,TX250149,2026-08-25,10:15:00,2499.0,CAPTURED,UPI
PAY250150,ORD250150,TX250150,2026-08-01,10:15:00,19999.0,CAPTURED,UPI
PAY250151,ORD250151,TX250151,2026-08-02,10:15:00,799.0,CAPTURED,NETBANKING
PAY250152,ORD250152,TX250152,2026-08-03,10:15:00,1299.0,CAPTURED,WALLET
PAY250153,ORD250153,TX250153,2026-08-04,10:15:00,799.0,CAPTURED,WALLET
PAY250154,ORD250154,TX250154,2026-08-05,10:15:00,1299.0,CAPTURED,CARD
PAY250155,ORD250155,TX250155,2026-08-06,10:15:00,4999.0,CAPTURED,CARD
PAY250156,ORD250156,TX250156,2026-08-07,10:15:00,799.0,CAPTURED,WALLET
PAY250157,ORD250157,TX250157,2026-08-08,10:15:00,4999.0,CAPTURED,NETBANKING
PAY250158,ORD250158,TX250158,2026-08-09,10:15:00,4999.0,CAPTURED,NETBANKING
PAY250159,ORD250159,TX250159,2026-08-10,10:15:00,799.0,CAPTURED,CARD
PAY250160,ORD250160,TX250160,2026-08-11,10:15:00,19999.0,CAPTURED,CARD
PAY250161,ORD250161,TX250161,2026-08-12,10:15:00,2499.0,CAPTURED,WALLET
PAY250162,ORD250162,TX250162,2026-08-13,10:15:00,7999.0,CAPTURED,CARD
PAY250163,ORD250163,TX250163,2026-08-14,10:15:00,19999.0,CAPTURED,CARD
PAY250164,ORD250164,TX250164,2026-08-15,10:15:00,2499.0,CAPTURED,UPI
PAY250165,ORD250165,TX250165,2026-08-16,10:15:00,12499.0,CAPTURED,WALLET
PAY250166,ORD250166,TX250166,2026-08-17,10:15:00,7999.0,CAPTURED,CARD
PAY250167,ORD250167,TX250167,2026-08-18,10:15:00,12499.0,CAPTURED,NETBANKING
PAY250168,ORD250168,TX250168,2026-08-19,10:15:00,29999.0,CAPTURED,NETBANKING
PAY250169,ORD250169,TX250169,2026-08-20,10:15:00,19999.0,CAPTURED,CARD
PAY250170,ORD250170,TX250170,2026-08-21,10:15:00,499.0,CAPTURED,WALLET
PAY250171,ORD250171,TX250171,2026-08-22,10:15:00,4999.0,CAPTURED,NETBANKING
PAY250172,ORD250172,TX250172,2026-08-23,10:15:00,1299.0,CAPTURED,NETBANKING
PAY250173,ORD250173,TX250173,2026-08-24,10:15:00,12499.0,CAPTURED,WALLET
PAY250174,ORD250174,TX250174,2026-08-25,10:15:00,499.0,CAPTURED,UPI
PAY250175,ORD250175,TX250175,2026-08-01,10:15:00,499.0,CAPTURED,UPI
PAY250176,ORD250176,TX250176,2026-08-02,10:15:00,7999.0,CAPTURED,WALLET
PAY250177,ORD250177,TX250177,2026-08-03,10:15:00,29999.0,CAPTURED,UPI
PAY250178,ORD250178,TX250178,2026-08-04,10:15:00,19999.0,CAPTURED,CARD
PAY250179,ORD250179,TX250179,2026-08-05,10:15:00,12499.0,CAPTURED,UPI
PAY250180,ORD250180,TX250180,2026-08-06,10:15:00,1299.0,CAPTURED,CARD
PAY250181,ORD250181,TX250181,2026-08-07,10:15:00,19999.0,CAPTURED,NETBANKING
PAY250182,ORD250182,TX250182,2026-08-08,10:15:00,19999.0,CAPTURED,WALLET
PAY250183,ORD250183,TX250183,2026-08-09,10:15:00,7999.0,CAPTURED,WALLET
PAY250184,ORD250184,TX250184,2026-08-10,10:15:00,799.0,CAPTURED,WALLET
PAY250185,ORD250185,TX250185,2026-08-11,10:15:00,1299.0,CAPTURED,CARD
PAY250186,ORD250186,TX250186,2026-08-12,10:15:00,4999.0,CAPTURED,NETBANKING
PAY250187,ORD250187,TX250187,2026-08-13,10:15:00,12499.0,CAPTURED,CARD
PAY250188,ORD250188,TX250188,2026-08-14,10:15:00,7999.0,CAPTURED,WALLET
PAY250189,ORD250189,TX250189,2026-08-15,10:15:00,1299.0,CAPTURED,UPI
PAY250190,ORD250190,TX250190,2026-08-16,10:15:00,12499.0,CAPTURED,WALLET
PAY250191,ORD250191,TX250191,2026-08-17,10:15:00,2499.0,CAPTURED,WALLET
PAY250192,ORD250192,TX250192,2026-08-18,10:15:00,12499.0,CAPTURED,UPI
PAY250193,ORD250193,TX250193,2026-08-19,10:15:00,2499.0,CAPTURED,UPI
PAY250194,ORD250194,TX250194,2026-08-20,10:15:00,2499.0,CAPTURED,CARD
PAY250195,ORD250195,TX250195,2026-08-21,10:15:00,4999.0,CAPTURED,UPI
PAY250196,ORD250196,TX250196,2026-08-22,10:15:00,7999.0,CAPTURED,NETBANKING
PAY250197,ORD250197,TX250197,2026-08-23,10:15:00,2499.0,CAPTURED,UPI
PAY250198,ORD250198,TX250198,2026-08-24,10:15:00,2499.0,CAPTURED,CARD
PAY250199,ORD250199,TX250199,2026-08-25,10:15:00,1299.0,CAPTURED,UPI
PAY250200,ORD250200,TX250200,2026-08-01,10:15:00,12499.0,CAPTURED,UPI
PAY250201,ORD250201,TX250201,2026-08-02,10:15:00,19999.0,CAPTURED,WALLET
PAY250202,ORD250202,TX250202,2026-08-03,10:15:00,1299.0,CAPTURED,WALLET
PAY250203,ORD250203,TX250203,2026-08-04,10:15:00,799.0,CAPTURED,UPI
PAY250204,ORD250204,UNKNOWN250204,2026-08-05,10:15:00,799.0,UNRESOLVED,WALLET
PAY250205,ORD250205,UNKNOWN250205,2026-08-06,10:15:00,499.0,UNRESOLVED,NETBANKING
PAY250206,ORD250206,UNKNOWN250206,2026-08-07,10:15:00,12499.0,UNRESOLVED,UPI
PAY250207,ORD250207,UNKNOWN250207,2026-08-08,10:15:00,2499.0,UNRESOLVED,CARD
PAY250208,ORD250208,UNKNOWN250208,2026-08-09,10:15:00,1299.0,UNRESOLVED,CARD
PAY250209,ORD250209,UNKNOWN250209,2026-08-10,10:15:00,799.0,UNRESOLVED,CARD
PAY250210,ORD250210,UNKNOWN250210,2026-08-11,10:15:00,29999.0,UNRESOLVED,UPI
PAY250211,ORD250211,UNKNOWN250211,2026-08-12,10:15:00,7999.0,UNRESOLVED,NETBANKING
PAY250212,ORD250212,UNKNOWN250212,2026-08-13,10:15:00,499.0,UNRESOLVED,WALLET
PAY250213,ORD250213,UNKNOWN250213,2026-08-14,10:15:00,4999.0,UNRESOLVED,WALLET
PAY250214,ORD250214,UNKNOWN250214,2026-08-15,10:15:00,799.0,UNRESOLVED,CARD
PAY250215,ORD250215,UNKNOWN250215,2026-08-16,10:15:00,19999.0,UNRESOLVED,CARD
PAY250216,ORD250216,UNKNOWN250216,2026-08-17,10:15:00,29999.0,UNRESOLVED,NETBANKING
PAY250217,ORD250217,UNKNOWN250217,2026-08-18,10:15:00,799.0,UNRESOLVED,UPI
PAY250218,ORD250218,UNKNOWN250218,2026-08-19,10:15:00,7999.0,UNRESOLVED,CARD
PAY250219,ORD250219,UNKNOWN250219,2026-08-20,10:15:00,799.0,UNRESOLVED,UPI
PAY250220,ORD250220,UNKNOWN250220,2026-08-21,10:15:00,499.0,UNRESOLVED,NETBANKING
PAY250221,ORD250221,UNKNOWN250221,2026-08-22,10:15:00,7999.0,UNRESOLVED,CARD
PAY250222,ORD250222,UNKNOWN250222,2026-08-23,10:15:00,7999.0,UNRESOLVED,UPI
PAY250223,ORD250223,UNKNOWN250223,2026-08-24,10:15:00,1299.0,UNRESOLVED,NETBANKING
PAY250224,ORD250224,UNKNOWN250224,2026-08-25,10:15:00,499.0,UNRESOLVED,CARD
PAY250225,ORD250225,UNKNOWN250225,2026-08-01,10:15:00,499.0,UNRESOLVED,NETBANKING
PAY250226,ORD250226,UNKNOWN250226,2026-08-02,10:15:00,499.0,UNRESOLVED,CARD
PAY250227,ORD250227,TX250227,2026-08-03,10:15:00,799.0,CAPTURED,UPI
PAY250228,ORD250228,TX250228,2026-08-04,10:15:00,12499.0,CAPTURED,WALLET
PAY250229,ORD250229,TX250229,2026-08-05,10:15:00,4999.0,CAPTURED,CARD
PAY250230,ORD250230,TX250230,2026-08-06,10:15:00,7999.0,CAPTURED,NETBANKING
PAY250231,ORD250231,TX250231,2026-08-07,10:15:00,2499.0,CAPTURED,UPI
PAY250232,ORD250232,TX250232,2026-08-08,10:15:00,499.0,CAPTURED,CARD
PAY250233,ORD250233,TX250233,2026-08-09,10:15:00,2499.0,CAPTURED,UPI
PAY250234,ORD250234,TX250234,2026-08-10,10:15:00,4999.0,CAPTURED,NETBANKING
PAY250235,ORD250235,TX250235,2026-08-11,10:15:00,7999.0,CAPTURED,CARD
PAY250236,ORD250236,TX250236,2026-08-12,10:15:00,499.0,CAPTURED,WALLET
PAY250237,ORD250237,TX250237,2026-08-13,10:15:00,499.0,CAPTURED,WALLET
PAY250238,ORD250238,TX250238,2026-08-14,10:15:00,7999.0,CAPTURED,CARD
PAY250239,ORD250239,TX250239,2026-08-15,10:15:00,1299.0,CAPTURED,CARD
PAY250240,ORD250240,TX250240,2026-08-16,10:15:00,1299.0,CAPTURED,WALLET
PAY250241,ORD250241,TX250241,2026-08-17,10:15:00,1299.0,CAPTURED,UPI
PAY250242,ORD250242,TX250242,2026-08-18,10:15:00,499.0,CAPTURED,UPI
PAY250243,ORD250243,TX250243,2026-08-19,10:15:00,499.0,CAPTURED,WALLET
PAY250244,ORD250244,TX250244,2026-08-20,10:15:00,499.0,CAPTURED,WALLET
PAY250245,ORD250245,TX250245,2026-08-21,10:15:00,2499.0,CAPTURED,CARD
PAY250246,ORD250246,TX250246,2026-08-22,10:15:00,2499.0,CAPTURED,UPI
PAY250247,ORD250247,TX250247,2026-08-23,10:15:00,7999.0,CAPTURED,NETBANKING
PAY250248,ORD250248,TX250248,2026-08-24,10:15:00,12499.0,CAPTURED,WALLET
PAY250249,ORD250249,TX250249,2026-08-25,10:15:00,12499.0,CAPTURED,UPI
PAY250250,ORD250250,TX250250,2026-08-01,10:15:00,2499.0,CAPTURED,NETBANKING
