settlement_id,transaction_id,settlement_date,gross_amount,fee,tax,net_amount,settlement_status
SET250033,TX250033,2026-08-10,799.0,0.0,0.0,799.0,SETTLED
SET250034,TX250034,2026-08-11,2499.0,0.0,0.0,2499.0,SETTLED
SET250035,TX250035,2026-08-12,499.0,0.0,0.0,499.0,SETTLED
SET250036,TX250036,2026-08-13,19999.0,0.0,0.0,19999.0,SETTLED
SET250037,TX250037,2026-08-14,799.0,0.0,0.0,799.0,SETTLED
SET250038,TX250038,2026-08-15,2499.0,0.0,0.0,2499.0,SETTLED
SET250039,TX250039,2026-08-16,4999.0,0.0,0.0,4999.0,SETTLED
SET250040,TX250040,2026-08-17,2499.0,0.0,0.0,2499.0,SETTLED
SET250041,TX250041,2026-08-18,499.0,0.0,0.0,499.0,SETTLED
SET250042,TX250042,2026-08-19,499.0,0.0,0.0,499.0,SETTLED
SET250043,TX250043,2026-08-20,1299.0,0.0,0.0,1299.0,SETTLED
SET250044,TX250044,2026-08-21,7999.0,0.0,0.0,7999.0,SETTLED
SET250045,TX250045,2026-08-22,499.0,9.98,1.8,487.22,SETTLED
SET250046,TX250046,2026-08-23,1299.0,25.98,4.68,1268.34,SETTLED
SET250047,TX250047,2026-08-24,499.0,9.98,1.8,487.22,SETTLED
SET250048,TX250048,2026-08-25,7999.0,159.98,28.8,7810.22,SETTLED
SET250049,TX250049,2026-08-26,29999.0,599.98,108.0,29291.02,SETTLED
SET250050,TX250050,2026-08-02,1299.0,25.98,4.68,1268.34,SETTLED
SET250051,TX250051,2026-08-03,1299.0,25.98,4.68,1268.34,SETTLED
SET250052,TX250052,2026-08-04,7999.0,159.98,28.8,7810.22,SETTLED
SET250053,TX250053,2026-08-05,29999.0,599.98,108.0,29291.02,SETTLED
SET250054,TX250054,2026-08-06,12499.0,249.98,45.0,12204.02,SETTLED
SET250055,TX250055,2026-08-07,29999.0,599.98,108.0,29291.02,SETTLED
SET250056,TX250056,2026-08-08,19999.0,399.98,72.0,19527.02,SETTLED
SET250057,TX250057,2026-08-09,499.0,9.98,1.8,487.22,SETTLED
SET250058,TX250058,2026-08-10,1299.0,25.98,4.68,1268.34,SETTLED
SET250059,TX250059,2026-08-11,12499.0,249.98,45.0,12204.02,SETTLED
SET250060,TX250060,2026-08-12,1299.0,25.98,4.68,1268.34,SETTLED
SET250061,TX250061,2026-08-13,1299.0,25.98,4.68,1268.34,SETTLED
SET250062,TX250062,2026-08-14,1299.0,25.98,4.68,1268.34,SETTLED
SET250063,TX250063,2026-08-15,499.0,9.98,1.8,487.22,SETTLED
SET250064,TX250064,2026-08-16,499.0,9.98,1.8,487.22,SETTLED
SET250065,TX250065,2026-08-17,7999.0,159.98,28.8,7810.22,SETTLED
SET250066,TX250066,2026-08-18,19999.0,399.98,72.0,19527.02,SETTLED
SET250067,TX250067,2026-08-19,29999.0,599.98,108.0,29291.02,SETTLED
SET250068,TX250068,2026-08-20,799.0,15.98,2.88,780.14,SETTLED
SET250069,TX250069,2026-08-21,29999.0,599.98,108.0,29291.02,SETTLED
SET250070,TX250070,2026-08-22,19999.0,399.98,72.0,19527.02,SETTLED
SET250071,TX250071,2026-08-23,29999.0,599.98,108.0,29291.02,SETTLED
SET250072,TX250072,2026-08-24,499.0,9.98,1.8,487.22,SETTLED
SET250073,TX250073,2026-08-26,6249.5,124.99,22.5,6102.01,SETTLED
SET250074,TX250074,2026-08-27,399.5,7.99,1.44,390.07,SETTLED
SET250075,TX250075,2026-08-03,14999.5,299.99,54.0,14645.51,SETTLED
SET250076,TX250076,2026-08-04,649.5,12.99,2.34,634.17,SETTLED
SET250077,TX250077,2026-08-05,2499.5,49.99,9.0,2440.51,SETTLED
SET250078,TX250078,2026-08-06,1249.5,24.99,4.5,1220.01,SETTLED
SET250079,TX250079,2026-08-07,249.5,4.99,0.9,243.61,SETTLED
SET250080,TX250080,2026-08-08,3999.5,79.99,14.4,3905.11,SETTLED
SET250081,TX250081,2026-08-09,3999.5,79.99,14.4,3905.11,SETTLED
SET250082,TX250082,2026-08-10,649.5,12.99,2.34,634.17,SETTLED
SET250083,TX250083,2026-08-11,9999.5,199.99,36.0,9763.51,SETTLED
SET250084,TX250084,2026-08-12,399.5,7.99,1.44,390.07,SETTLED
SET250085,TX250085,2026-08-13,2499.5,49.99,9.0,2440.51,SETTLED
SET250086,TX250086,2026-08-14,399.5,7.99,1.44,390.07,SETTLED
SET250087,TX250087,2026-08-15,6249.5,124.99,22.5,6102.01,SETTLED
SET250088,TX250088,2026-08-16,9999.5,199.99,36.0,9763.51,SETTLED
SET250089,TX250089,2026-08-17,649.5,12.99,2.34,634.17,SETTLED
SET250090,TX250090,2026-08-18,14999.5,299.99,54.0,14645.51,SETTLED
SET250091,TX250091,2026-08-19,249.5,4.99,0.9,243.61,SETTLED
SET250092,TX250092,2026-08-20,249.5,4.99,0.9,243.61,SETTLED
SET250093,TX250093,2026-08-21,6249.5,124.99,22.5,6102.01,SETTLED
SET250094,TX250094,2026-08-22,399.5,7.99,1.44,390.07,SETTLED
SET250095,TX250095,2026-08-23,649.5,12.99,2.34,634.17,SETTLED
SET250096,TX250096,2026-08-24,249.5,4.99,0.9,243.61,SETTLED
SET250097,TX250097,2026-08-25,399.5,7.99,1.44,390.07,SETTLED
SET250098,TX250098,2026-08-26,249.5,4.99,0.9,243.61,SETTLED
SET250099,TX250099,2026-08-27,14999.5,299.99,54.0,14645.51,SETTLED
SET250100,TX250100,2026-08-03,3999.5,79.99,14.4,3905.11,SETTLED
SET250101,TX250101,2026-08-04,249.5,4.99,0.9,243.61,SETTLED
SET250102,TX250102,2026-08-05,399.5,7.99,1.44,390.07,SETTLED
SET250103,TX250103,2026-08-05,299.0,0.0,0.0,299.0,SETTLED
SET250104,TX250104,2026-08-06,11999.0,0.0,0.0,11999.0,SETTLED
SET250105,TX250105,2026-08-07,-1.0,0.0,0.0,-1.0,SETTLED
SET250106,TX250106,2026-08-08,7499.0,0.0,0.0,7499.0,SETTLED
SET250107,TX250107,2026-08-09,1999.0,0.0,0.0,1999.0,SETTLED
SET250108,TX250108,2026-08-10,29499.0,0.0,0.0,29499.0,SETTLED
SET250109,TX250109,2026-08-11,-1.0,0.0,0.0,-1.0,SETTLED
SET250110,TX250110,2026-08-12,19499.0,0.0,0.0,19499.0,SETTLED
SET250111,TX250111,2026-08-13,799.0,0.0,0.0,799.0,SETTLED
SET250112,TX250112,2026-08-14,19499.0,0.0,0.0,19499.0,SETTLED
SET250113,TX250113,2026-08-15,19499.0,0.0,0.0,19499.0,SETTLED
SET250114,TX250114,2026-08-16,19499.0,0.0,0.0,19499.0,SETTLED
SET250115,TX250115,2026-08-17,299.0,0.0,0.0,299.0,SETTLED
SET250116,TX250116,2026-08-18,1999.0,0.0,0.0,1999.0,SETTLED
SET250117,TX250117,2026-08-19,799.0,0.0,0.0,799.0,SETTLED
SET250118,TX250118,2026-08-20,799.0,0.0,0.0,799.0,SETTLED
SET250119,TX250119,2026-08-21,29499.0,0.0,0.0,29499.0,SETTLED
SET250120,TX250120,2026-08-22,1999.0,0.0,0.0,1999.0,SETTLED
SET250121,TX250121,2026-08-23,4499.0,0.0,0.0,4499.0,SETTLED
SET250122,TX250122,2026-08-24,299.0,0.0,0.0,299.0,SETTLED
SET250123,TX250123,2026-08-25,11999.0,0.0,0.0,11999.0,SETTLED
SET250124,TX250142,2026-08-19,12499.0,0.0,0.0,12499.0,SETTLED
SET250125,TX250143,2026-08-20,12499.0,0.0,0.0,12499.0,SETTLED
SET250126,TX250144,2026-08-21,799.0,0.0,0.0,799.0,SETTLED
SET250127,TX250145,2026-08-22,29999.0,0.0,0.0,29999.0,SETTLED
SET250128,TX250146,2026-08-23,12499.0,0.0,0.0,12499.0,SETTLED
SET250129,TX250147,2026-08-24,499.0,0.0,0.0,499.0,SETTLED
SET250130,TX250148,2026-08-25,19999.0,0.0,0.0,19999.0,SETTLED
SET250131,TX250149,2026-08-26,2499.0,0.0,0.0,2499.0,SETTLED
SET250132,TX250150,2026-08-02,19999.0,0.0,0.0,19999.0,SETTLED
SET250133,TX250151,2026-08-03,799.0,0.0,0.0,799.0,SETTLED
SET250134,TX250152,2026-08-04,1299.0,0.0,0.0,1299.0,SETTLED
SET250135,TX250153,2026-08-05,799.0,0.0,0.0,799.0,SETTLED
SET250136,TX250154,2026-08-06,1299.0,0.0,0.0,1299.0,SETTLED
SET250137,TX250155,2026-08-07,4999.0,0.0,0.0,4999.0,SETTLED
SET250138,TX250156,2026-08-08,799.0,0.0,0.0,799.0,SETTLED
SET250139,TX250157,2026-08-09,4999.0,0.0,0.0,4999.0,SETTLED
SET250140,TX250158,2026-08-10,4999.0,0.0,0.0,4999.0,SETTLED
SET250141,TX250159,2026-08-11,799.0,0.0,0.0,799.0,SETTLED
SET250142,TX250160,2026-08-12,19999.0,0.0,0.0,19999.0,SETTLED
SET250143,TX250161,2026-08-13,2499.0,0.0,0.0,2499.0,SETTLED
SET250144,TX250162,2026-08-14,7999.0,0.0,0.0,7999.0,SETTLED
SET250145,TX250163,2026-08-15,19999.0,0.0,0.0,19999.0,SETTLED
SET250146,TX250164,2026-08-16,2499.0,0.0,0.0,2499.0,SETTLED
SET250147,TX250165,2026-08-17,12499.0,0.0,0.0,12499.0,SETTLED
SET250148,TX250166,2026-08-18,7999.0,0.0,0.0,7999.0,SETTLED
SET250149,TX250167,2026-08-19,12499.0,0.0,0.0,12499.0,SETTLED
SET250150,TX250168,2026-08-20,29999.0,0.0,0.0,29999.0,SETTLED
SET250151,TX250169,2026-08-21,19999.0,0.0,0.0,19999.0,SETTLED
SET250152,TX250170,2026-08-22,499.0,0.0,0.0,499.0,SETTLED
SET250153,TX250171,2026-08-23,4999.0,0.0,0.0,4999.0,SETTLED
SET250154,TX250172,2026-08-24,1299.0,0.0,0.0,1299.0,SETTLED
SET250155,TX250173,2026-08-25,12499.0,0.0,0.0,12499.0,SETTLED
SET250156,TX250174,2026-08-26,499.0,0.0,0.0,499.0,SETTLED
SET250157,TX250175,2026-08-02,499.0,0.0,0.0,499.0,SETTLED
SET250158,TX250176,2026-08-03,7999.0,0.0,0.0,7999.0,SETTLED
SET250159,TX250177,2026-08-04,29999.0,0.0,0.0,29999.0,SETTLED
SET250160,TX250178,2026-08-05,13999.3,0.0,0.0,13999.3,PARTIAL
SET250161,TX250179,2026-08-06,8749.3,0.0,0.0,8749.3,PARTIAL
SET250162,TX250180,2026-08-07,909.3,0.0,0.0,909.3,PARTIAL
SET250163,TX250181,2026-08-08,13999.3,0.0,0.0,13999.3,PARTIAL
SET250164,TX250182,2026-08-09,13999.3,0.0,0.0,13999.3,PARTIAL
SET250165,TX250183,2026-08-10,5599.3,0.0,0.0,5599.3,PARTIAL
SET250166,TX250184,2026-08-11,559.3,0.0,0.0,559.3,PARTIAL
SET250167,TX250185,2026-08-12,909.3,0.0,0.0,909.3,PARTIAL
SET250168,TX250186,2026-08-13,3499.3,0.0,0.0,3499.3,PARTIAL
SET250169,TX250187,2026-08-14,8749.3,0.0,0.0,8749.3,PARTIAL
SET250170,TX250188,2026-08-15,5599.3,0.0,0.0,5599.3,PARTIAL
SET250171,TX250189,2026-08-16,909.3,0.0,0.0,909.3,PARTIAL
SET250172,TX250190,2026-08-17,8749.3,0.0,0.0,8749.3,PARTIAL
SET250173,TX250191,2026-08-18,1749.3,0.0,0.0,1749.3,PARTIAL
SET250174,TX250192,2026-08-19,8749.3,0.0,0.0,8749.3,PARTIAL
SET250175,TX250193,2026-08-20,1749.3,0.0,0.0,1749.3,PARTIAL
SET250176,TX250194,2026-08-21,1749.3,0.0,0.0,1749.3,PARTIAL
SET250177,TX250195,2026-08-22,3499.3,0.0,0.0,3499.3,PARTIAL
SET250178,TX250196,2026-08-23,5599.3,0.0,0.0,5599.3,PARTIAL
SET250179,TX250197,2026-08-24,1749.3,0.0,0.0,1749.3,PARTIAL
SET250180,TX250198,2026-08-25,1749.3,0.0,0.0,1749.3,PARTIAL
SET250181,TX250199,2026-08-26,909.3,0.0,0.0,909.3,PARTIAL
SET250182,TX250200,2026-08-02,8749.3,0.0,0.0,8749.3,PARTIAL
SET250183,TX250201,2026-08-03,13999.3,0.0,0.0,13999.3,PARTIAL
SET250184,TX250202,2026-08-04,909.3,0.0,0.0,909.3,PARTIAL
SET250185,TX250203,2026-08-05,559.3,0.0,0.0,559.3,PARTIAL
SET250186,TX250227,2026-09-17,799.0,0.0,0.0,799.0,SETTLED
SET250187,TX250228,2026-09-18,12499.0,0.0,0.0,12499.0,SETTLED
SET250188,TX250229,2026-09-19,4999.0,0.0,0.0,4999.0,SETTLED
SET250189,TX250230,2026-09-20,7999.0,0.0,0.0,7999.0,SETTLED
SET250190,TX250231,2026-09-21,2499.0,0.0,0.0,2499.0,SETTLED
SET250191,TX250232,2026-09-22,499.0,0.0,0.0,499.0,SETTLED
SET250192,TX250233,2026-09-23,2499.0,0.0,0.0,2499.0,SETTLED
SET250193,TX250234,2026-09-24,4999.0,0.0,0.0,4999.0,SETTLED
SET250194,TX250235,2026-09-25,7999.0,0.0,0.0,7999.0,SETTLED
SET250195,TX250236,2026-09-26,499.0,0.0,0.0,499.0,SETTLED
SET250196,TX250237,2026-09-27,499.0,0.0,0.0,499.0,SETTLED
SET250197,TX250238,2026-09-28,7999.0,0.0,0.0,7999.0,SETTLED
SET250198,TX250239,2026-09-29,1299.0,0.0,0.0,1299.0,SETTLED
SET250199,TX250240,2026-09-30,1299.0,0.0,0.0,1299.0,SETTLED
SET250200,TX250241,2026-10-01,1299.0,0.0,0.0,1299.0,SETTLED
SET250201,TX250242,2026-10-02,499.0,0.0,0.0,499.0,SETTLED
SET250202,TX250243,2026-10-03,499.0,0.0,0.0,499.0,SETTLED
SET250203,TX250244,2026-10-04,499.0,0.0,0.0,499.0,SETTLED
SET250204,TX250245,2026-10-05,2499.0,0.0,0.0,2499.0,SETTLED
SET250205,TX250246,2026-10-06,2499.0,0.0,0.0,2499.0,SETTLED
SET250206,TX250247,2026-10-07,7999.0,0.0,0.0,7999.0,SETTLED
SET250207,TX250248,2026-10-08,12499.0,0.0,0.0,12499.0,SETTLED
SET250208,TX250249,2026-10-09,12499.0,0.0,0.0,12499.0,SETTLED
SET250209,TX250250,2026-09-15,2499.0,0.0,0.0,2499.0,SETTLED
