order_id,customer_id,order_date,order_amount,currency,payment_id,order_status
ORD1033,CUST5003,2026-08-14,12499.0,INR,PAY3033,COMPLETED
ORD1034,CUST5004,2026-08-15,19999.0,INR,PAY3034,COMPLETED
ORD1035,CUST5005,2026-08-16,29999.0,INR,PAY3035,COMPLETED
ORD1036,CUST5006,2026-08-17,499.0,INR,PAY3036,COMPLETED
ORD1037,CUST5007,2026-08-18,799.0,INR,PAY3037,COMPLETED
ORD1038,CUST5008,2026-08-19,1299.0,INR,PAY3038,COMPLETED
ORD1039,CUST5009,2026-08-20,2499.0,INR,PAY3039,COMPLETED
ORD1040,CUST5010,2026-08-01,4999.0,INR,PAY3040,COMPLETED
ORD1041,CUST5011,2026-08-02,7999.0,INR,PAY3041,COMPLETED
ORD1042,CUST5012,2026-08-03,12499.0,INR,PAY3042,COMPLETED
ORD1043,CUST5013,2026-08-04,19999.0,INR,PAY3043,COMPLETED
ORD1044,CUST5014,2026-08-05,29999.0,INR,PAY3044,COMPLETED
ORD1045,CUST5015,2026-08-06,499.0,INR,PAY3045,COMPLETED
ORD1046,CUST5016,2026-08-07,799.0,INR,PAY3046,COMPLETED
ORD1047,CUST5017,2026-08-08,1299.0,INR,PAY3047,COMPLETED
ORD1048,CUST5018,2026-08-09,2499.0,INR,PAY3048,COMPLETED
ORD1049,CUST5019,2026-08-10,4999.0,INR,PAY3049,COMPLETED
ORD1050,CUST5020,2026-08-11,7999.0,INR,PAY3050,COMPLETED
ORD1051,CUST5021,2026-08-12,12499.0,INR,PAY3051,COMPLETED
ORD1052,CUST5022,2026-08-13,19999.0,INR,PAY3052,COMPLETED
ORD1053,CUST5023,2026-08-14,29999.0,INR,PAY3053,COMPLETED
ORD1054,CUST5024,2026-08-15,499.0,INR,PAY3054,COMPLETED
ORD1055,CUST5025,2026-08-16,799.0,INR,PAY3055,COMPLETED
ORD1056,CUST5026,2026-08-17,1299.0,INR,PAY3056,COMPLETED
ORD1057,CUST5027,2026-08-18,2499.0,INR,PAY3057,COMPLETED
ORD1058,CUST5028,2026-08-19,4999.0,INR,PAY3058,COMPLETED
ORD1059,CUST5029,2026-08-20,7999.0,INR,PAY3059,COMPLETED
ORD1060,CUST5000,2026-08-01,12499.0,INR,PAY3060,COMPLETED
ORD1061,CUST5001,2026-08-02,19999.0,INR,PAY3061,COMPLETED
ORD1062,CUST5002,2026-08-03,29999.0,INR,PAY3062,COMPLETED
ORD1063,CUST5003,2026-08-04,499.0,INR,PAY3063,COMPLETED
ORD1064,CUST5004,2026-08-05,799.0,INR,PAY3064,COMPLETED
ORD1065,CUST5005,2026-08-06,1299.0,INR,PAY3065,COMPLETED
ORD1066,CUST5006,2026-08-07,2499.0,INR,PAY3066,COMPLETED
ORD1067,CUST5007,2026-08-08,4999.0,INR,PAY3067,COMPLETED
ORD1068,CUST5008,2026-08-09,7999.0,INR,PAY3068,COMPLETED
ORD1069,CUST5009,2026-08-10,12499.0,INR,PAY3069,COMPLETED
ORD1070,CUST5010,2026-08-11,19999.0,INR,PAY3070,COMPLETED
ORD1071,CUST5011,2026-08-12,29999.0,INR,PAY3071,COMPLETED
ORD1072,CUST5012,2026-08-13,499.0,INR,PAY3072,COMPLETED
ORD1073,CUST5013,2026-08-14,799.0,INR,PAY3073,COMPLETED
ORD1074,CUST5014,2026-08-15,1299.0,INR,PAY3074,COMPLETED
ORD1075,CUST5015,2026-08-16,2499.0,INR,PAY3075,COMPLETED
ORD1076,CUST5016,2026-08-17,4999.0,INR,PAY3076,COMPLETED
ORD1077,CUST5017,2026-08-18,7999.0,INR,PAY3077,COMPLETED
ORD1078,CUST5018,2026-08-19,12499.0,INR,PAY3078,COMPLETED
ORD1079,CUST5019,2026-08-20,19999.0,INR,PAY3079,COMPLETED
ORD1080,CUST5020,2026-08-01,29999.0,INR,PAY3080,COMPLETED
ORD1081,CUST5021,2026-08-02,499.0,INR,PAY3081,COMPLETED
ORD1082,CUST5022,2026-08-03,799.0,INR,PAY3082,COMPLETED
ORD1083,CUST5023,2026-08-04,1299.0,INR,PAY3083,COMPLETED
ORD1084,CUST5024,2026-08-05,2499.0,INR,PAY3084,COMPLETED
ORD1085,CUST5025,2026-08-06,4999.0,INR,PAY3085,COMPLETED
ORD1086,CUST5026,2026-08-07,7999.0,INR,PAY3086,COMPLETED
ORD1087,CUST5027,2026-08-08,12499.0,INR,PAY3087,COMPLETED
ORD1088,CUST5028,2026-08-09,19999.0,INR,PAY3088,COMPLETED
ORD1089,CUST5029,2026-08-10,29999.0,INR,PAY3089,COMPLETED
ORD1090,CUST5000,2026-08-11,499.0,INR,PAY3090,COMPLETED
ORD1091,CUST5001,2026-08-12,799.0,INR,PAY3091,COMPLETED
ORD1092,CUST5002,2026-08-13,1299.0,INR,PAY3092,COMPLETED
ORD1093,CUST5003,2026-08-14,2499.0,INR,PAY3093,COMPLETED
ORD1094,CUST5004,2026-08-15,4999.0,INR,PAY3094,COMPLETED
ORD1095,CUST5005,2026-08-16,7999.0,INR,PAY3095,COMPLETED
ORD1096,CUST5006,2026-08-17,12499.0,INR,PAY3096,COMPLETED
ORD1097,CUST5007,2026-08-18,19999.0,INR,PAY3097,COMPLETED
ORD1098,CUST5008,2026-08-19,29999.0,INR,PAY3098,COMPLETED
ORD1099,CUST5009,2026-08-20,499.0,INR,PAY3099,COMPLETED
ORD1100,CUST5010,2026-08-01,799.0,INR,PAY3100,COMPLETED
