settlement_id,transaction_id,settlement_date,gross_amount,fee,tax,net_amount,settlement_status
SET7117,TXN9117,2026-08-19,499.0,0.0,0.0,499.0,SETTLED
SET7118,TXN9118,2026-08-20,799.0,15.98,2.88,780.14,SETTLED
SET7119,TXN9119,2026-08-21,1299.0,25.98,4.68,1268.34,SETTLED
SET7120,TXN9120,2026-08-02,2499.0,0.0,0.0,2499.0,SETTLED
SET7121,TXN9121,2026-08-09,4999.0,0.0,0.0,4999.0,SETTLED
SET7122,TXN9122,2026-08-10,7999.0,0.0,0.0,7999.0,SETTLED
SET7123,TXN9123,2026-08-11,12499.0,0.0,0.0,12499.0,SETTLED
SET7124,TXN9124,2026-08-06,19999.0,399.98,72.0,19527.02,SETTLED
SET7125,TXN9125,2026-08-13,29999.0,0.0,0.0,29999.0,SETTLED
SET7126,TXN9126,2026-08-08,499.0,0.0,0.0,499.0,SETTLED
SET7127,TXN9127,2026-08-09,799.0,15.98,2.88,780.14,SETTLED
SET7128,TXN9128,2026-08-10,1299.0,0.0,0.0,1299.0,SETTLED
SET7129,TXN9129,2026-08-11,2499.0,0.0,0.0,2499.0,SETTLED
SET7130,TXN9130,2026-08-18,4999.0,0.0,0.0,4999.0,SETTLED
SET7131,TXN9131,2026-08-13,7999.0,0.0,0.0,7999.0,SETTLED
SET7132,TXN9132,2026-08-14,12499.0,249.98,45.0,12204.02,SETTLED
SET7133,TXN9133,2026-08-15,19999.0,399.98,72.0,19527.02,SETTLED
SET7134,TXN9134,2026-08-16,29999.0,0.0,0.0,29999.0,SETTLED
SET7135,TXN9135,2026-08-23,499.0,0.0,0.0,499.0,SETTLED
SET7136,TXN9136,2026-08-18,799.0,15.98,2.88,780.14,SETTLED
SET7137,TXN9137,2026-08-19,1299.0,25.98,4.68,268.34,SETTLED
SET7138,TXN9138,2026-08-20,2499.0,0.0,0.0,2499.0,SETTLED
SET7139,TXN9139,2026-08-27,4999.0,0.0,0.0,4999.0,SETTLED
SET7140,TXN9140,2026-08-02,7999.0,159.98,28.8,7810.22,SETTLED
SET7141,TXN9141,2026-08-03,12499.0,249.98,45.0,12204.02,SETTLED
SET7142,TXN9142,2026-08-04,19999.0,399.98,72.0,19527.02,SETTLED
SET7143,TXN9143,2026-08-05,29999.0,599.98,108.0,29291.02,SETTLED
SET7144,TXN9144,2026-08-06,499.0,9.98,1.8,-512.78,SETTLED
SET7145,TXN9145,2026-08-07,799.0,15.98,2.88,780.14,SETTLED
SET7146,TXN9146,2026-08-08,1299.0,25.98,4.68,1268.34,SETTLED
SET7147,TXN9147,2026-08-09,2499.0,49.98,9.0,2440.02,SETTLED
SET7148,TXN9148,2026-08-10,4999.0,0.0,0.0,4999.0,SETTLED
SET7149,TXN9149,2026-08-11,7999.0,159.98,28.8,7810.22,SETTLED
SET7150,TXN9150,2026-08-12,12499.0,249.98,45.0,12204.02,SETTLED
SET7151,TXN9151,2026-08-13,19999.0,399.98,72.0,19527.02,SETTLED
SET7152,TXN9152,2026-08-20,29999.0,0.0,0.0,29999.0,SETTLED
SET7153,TXN9153,2026-08-15,499.0,9.98,1.8,487.22,SETTLED
SET7154,TXN9154,2026-08-22,799.0,0.0,0.0,799.0,SETTLED
SET7155,TXN9155,2026-08-17,1299.0,25.98,4.68,268.34,SETTLED
SET7156,TXN9156,2026-08-18,2499.0,0.0,0.0,2499.0,SETTLED
SET7157,TXN9157,2026-08-19,4999.0,99.98,18.0,4881.02,SETTLED
SET7158,TXN9158,2026-08-20,7999.0,0.0,0.0,7999.0,SETTLED
SET7159,TXN9159,2026-08-21,12499.0,249.98,45.0,12204.02,SETTLED
SET7160,TXN9160,2026-08-02,19999.0,399.98,72.0,19527.02,SETTLED
SET7161,TXN9161,2026-08-03,29999.0,0.0,0.0,29999.0,SETTLED
SET7162,TXN9162,2026-08-04,499.0,9.98,1.8,487.22,SETTLED
SET7163,TXN9163,2026-08-05,799.0,0.0,0.0,799.0,SETTLED
SET7164,TXN9164,2026-08-06,1299.0,0.0,0.0,1299.0,SETTLED
SET7165,TXN9165,2026-08-07,2499.0,0.0,0.0,2499.0,SETTLED
SET7166,TXN9166,2026-08-08,4999.0,99.98,18.0,4881.02,SETTLED
SET7167,TXN9167,2026-08-09,7999.0,159.98,28.8,7810.22,SETTLED
SET7168,TXN9168,2026-08-16,12499.0,0.0,0.0,12499.0,SETTLED
SET7169,TXN9169,2026-08-11,19999.0,399.98,72.0,19527.02,SETTLED
SET7170,TXN9170,2026-08-12,29999.0,0.0,0.0,29999.0,SETTLED
SET7171,TXN9171,2026-08-19,499.0,0.0,0.0,499.0,SETTLED
SET7172,TXN9172,2026-08-14,799.0,15.98,2.88,780.14,SETTLED
SET7173,TXN9173,2026-08-15,1299.0,25.98,4.68,1268.34,SETTLED
SET7174,TXN9174,2026-08-16,2499.0,49.98,9.0,2440.02,SETTLED
SET7175,TXN9175,2026-08-17,4999.0,99.98,18.0,3881.02,SETTLED
SET7176,TXN9176,2026-08-24,7999.0,0.0,0.0,7999.0,SETTLED
SET7178,TXN9178,2026-08-20,19999.0,0.0,0.0,19999.0,SETTLED
SET7179,TXN9179,2026-08-21,29999.0,0.0,0.0,29999.0,SETTLED
SET7180,TXN9180,2026-08-02,499.0,9.98,1.8,487.22,SETTLED
SET7181,TXN9181,2026-08-09,799.0,0.0,0.0,799.0,SETTLED
SET7182,TXN9182,2026-08-10,1299.0,0.0,0.0,1299.0,SETTLED
SET7183,TXN9183,2026-08-11,2499.0,0.0,0.0,2499.0,SETTLED
SET7184,TXN9184,2026-08-12,4999.0,0.0,0.0,4999.0,SETTLED
SET7185,TXN9185,2026-08-07,7999.0,159.98,28.8,6810.22,SETTLED
SET7186,TXN9186,2026-08-14,12499.0,0.0,0.0,12499.0,SETTLED
SET7187,TXN9187,2026-08-09,19999.0,399.98,72.0,18527.02,SETTLED
SET7188,TXN9188,2026-08-10,29999.0,599.98,108.0,29291.02,SETTLED
SET7189,TXN9189,2026-08-11,499.0,0.0,0.0,499.0,SETTLED
SET7190,TXN9190,2026-08-12,799.0,0.0,0.0,799.0,SETTLED
SET7191,TXN9191,2026-08-13,1299.0,25.98,4.68,1268.34,SETTLED
SET7192,TXN9192,2026-08-14,2499.0,49.98,9.0,1440.02,SETTLED
SET7193,TXN9193,2026-08-15,4999.0,99.98,18.0,4881.02,SETTLED
SET7194,TXN9194,2026-08-16,7999.0,159.98,28.8,7810.22,SETTLED
SET7195,TXN9195,2026-08-17,12499.0,249.98,45.0,12204.02,SETTLED
SET7197,TXN9197,2026-08-19,29999.0,0.0,0.0,29999.0,SETTLED
SET7198,TXN9198,2026-08-20,499.0,9.98,1.8,487.22,SETTLED
SET7199,TXN9199,2026-08-27,799.0,0.0,0.0,799.0,SETTLED
SET7200,TXN9200,2026-08-02,1299.0,0.0,0.0,1299.0,SETTLED
SET7201,TXN9201,2026-08-03,2499.0,0.0,0.0,2499.0,SETTLED
SET7202,TXN9202,2026-08-04,4999.0,99.98,18.0,4881.02,SETTLED
SET7203,TXN9203,2026-08-05,7999.0,0.0,0.0,7999.0,SETTLED
SET7204,TXN9204,2026-08-06,12499.0,249.98,45.0,12204.02,SETTLED
SET7205,TXN9205,2026-08-07,19999.0,399.98,72.0,19527.02,SETTLED
SET7206,TXN9206,2026-08-08,29999.0,0.0,0.0,29999.0,SETTLED
SET7207,TXN9207,2026-08-09,499.0,9.98,1.8,-512.78,SETTLED
SET7208,TXN9208,2026-08-10,799.0,15.98,2.88,780.14,SETTLED
SET7209,TXN9209,2026-08-11,1299.0,0.0,0.0,1299.0,SETTLED
SET7210,TXN9210,2026-08-12,2499.0,49.98,9.0,1440.02,SETTLED
SET7211,TXN9211,2026-08-13,4999.0,0.0,0.0,4999.0,SETTLED
SET7212,TXN9212,2026-08-14,7999.0,159.98,28.8,7810.22,SETTLED
SET7213,TXN9213,2026-08-15,12499.0,249.98,45.0,12204.02,SETTLED
SET7214,TXN9214,2026-08-16,19999.0,399.98,72.0,19527.02,SETTLED
SET7216,TXN9216,2026-08-18,499.0,0.0,0.0,499.0,SETTLED
SET7217,TXN9217,2026-08-19,799.0,0.0,0.0,799.0,SETTLED
SET7218,TXN9218,2026-08-20,1299.0,25.98,4.68,1268.34,SETTLED
SET7220,TXN9220,2026-08-02,4999.0,99.98,18.0,4881.02,SETTLED
SET7221,TXN9221,2026-08-03,7999.0,0.0,0.0,7999.0,SETTLED
SET7222,TXN9222,2026-08-04,12499.0,249.98,45.0,11204.02,SETTLED
SET7223,TXN9223,2026-08-05,19999.0,399.98,72.0,19527.02,SETTLED
SET7224,TXN9224,2026-08-06,29999.0,599.98,108.0,29291.02,SETTLED
SET7225,TXN9225,2026-08-07,499.0,9.98,1.8,487.22,SETTLED
SET7226,TXN9226,2026-08-08,799.0,15.98,2.88,780.14,SETTLED
SET7227,TXN9227,2026-08-09,1299.0,25.98,4.68,268.34,SETTLED
SET7228,TXN9228,2026-08-10,2499.0,49.98,9.0,2440.02,SETTLED
SET7229,TXN9229,2026-08-11,4999.0,99.98,18.0,3881.02,SETTLED
SET7230,TXN9230,2026-08-12,7999.0,0.0,0.0,7999.0,SETTLED
SET7231,TXN9231,2026-08-13,12499.0,0.0,0.0,12499.0,SETTLED
SET7232,TXN9232,2026-08-14,19999.0,399.98,72.0,18527.02,SETTLED
SET7233,TXN9233,2026-08-15,29999.0,0.0,0.0,29999.0,SETTLED
SET7234,TXN9234,2026-08-16,499.0,9.98,1.8,-512.78,SETTLED
SET7235,TXN9235,2026-08-17,799.0,15.98,2.88,780.14,SETTLED
SET7236,TXN9236,2026-08-18,1299.0,0.0,0.0,1299.0,SETTLED
SET7237,TXN9237,2026-08-19,2499.0,49.98,9.0,1440.02,SETTLED
SET7238,TXN9238,2026-08-20,4999.0,99.98,18.0,3881.02,SETTLED
SET7240,TXN9240,2026-08-02,12499.0,0.0,0.0,12499.0,SETTLED
SET7241,TXN9241,2026-08-03,19999.0,399.98,72.0,18527.02,SETTLED
SET7243,TXN9243,2026-08-05,499.0,9.98,1.8,487.22,SETTLED
SET7244,TXN9244,2026-08-06,799.0,0.0,0.0,799.0,SETTLED
SET7245,TXN9245,2026-08-07,1299.0,25.98,4.68,1268.34,SETTLED
SET7246,TXN9246,2026-08-08,2499.0,49.98,9.0,2440.02,SETTLED
SET7247,TXN9247,2026-08-09,4999.0,99.98,18.0,4881.02,SETTLED
SET7248,TXN9248,2026-08-10,7999.0,159.98,28.8,7810.22,SETTLED
SET7249,TXN9249,2026-08-11,12499.0,0.0,0.0,12499.0,SETTLED
SET7250,TXN9250,2026-08-12,19999.0,399.98,72.0,19527.02,SETTLED
SET7251,TXN9251,2026-08-13,29999.0,599.98,108.0,29291.02,SETTLED
SET7253,TXN9253,2026-08-21,799.0,0.0,0.0,799.0,SETTLED
SET7254,TXN9254,2026-08-16,1299.0,25.98,4.68,1268.34,SETTLED
SET7255,TXN9255,2026-08-17,2499.0,0.0,0.0,2499.0,SETTLED
SET7256,TXN9256,2026-08-18,4999.0,99.98,18.0,3881.02,SETTLED
SET7257,TXN9257,2026-08-19,7999.0,159.98,28.8,7810.22,SETTLED
SET7258,TXN9258,2026-08-20,12499.0,249.98,45.0,12204.02,SETTLED
SET7259,TXN9259,2026-08-21,19999.0,399.98,72.0,19527.02,SETTLED
SET7260,TXN9260,2026-08-02,29999.0,599.98,108.0,29291.02,SETTLED
SET7261,TXN9261,2026-08-03,499.0,0.0,0.0,499.0,SETTLED
SET7262,TXN9262,2026-08-04,799.0,15.98,2.88,780.14,SETTLED
SET7263,TXN9263,2026-08-11,1299.0,0.0,0.0,1299.0,SETTLED
SET7264,TXN9264,2026-08-06,2499.0,49.98,9.0,2440.02,SETTLED
SET7265,TXN9265,2026-08-07,4999.0,99.98,18.0,4881.02,SETTLED
SET7266,TXN9266,2026-08-08,7999.0,159.98,28.8,7810.22,SETTLED
SET7267,TXN9267,2026-08-15,12499.0,0.0,0.0,12499.0,SETTLED
SET7268,TXN9268,2026-08-10,19999.0,399.98,72.0,19527.02,SETTLED
SET7269,TXN9269,2026-08-11,29999.0,599.98,108.0,29291.02,SETTLED
SET7270,TXN9270,2026-08-12,499.0,9.98,1.8,-512.78,SETTLED
SET7271,TXN9271,2026-08-13,799.0,15.98,2.88,-219.86,SETTLED
SET7272,TXN9272,2026-08-14,1299.0,25.98,4.68,1268.34,SETTLED
SET7273,TXN9273,2026-08-15,2499.0,49.98,9.0,2440.02,SETTLED
SET7274,TXN9274,2026-08-16,4999.0,99.98,18.0,3881.02,SETTLED
SET7275,TXN9275,2026-08-17,7999.0,0.0,0.0,7999.0,SETTLED
SET7277,TXN9277,2026-08-19,19999.0,399.98,72.0,18527.02,SETTLED
SET7278,TXN9278,2026-08-26,29999.0,0.0,0.0,29999.0,SETTLED
SET7279,TXN9279,2026-08-21,499.0,9.98,1.8,487.22,SETTLED
SET7280,TXN9280,2026-08-08,799.0,0.0,0.0,799.0,SETTLED
SET7281,TXN9281,2026-08-09,1299.0,0.0,0.0,1299.0,SETTLED
SET7282,TXN9282,2026-08-04,2499.0,49.98,9.0,2440.02,SETTLED
SET7283,TXN9283,2026-08-05,4999.0,99.98,18.0,4881.02,SETTLED
SET7284,TXN9284,2026-08-06,7999.0,159.98,28.8,7810.22,SETTLED
SET7285,TXN9285,2026-08-07,12499.0,249.98,45.0,12204.02,SETTLED
SET7286,TXN9286,2026-08-08,19999.0,399.98,72.0,19527.02,SETTLED
SET7287,TXN9287,2026-08-09,29999.0,599.98,108.0,28291.02,SETTLED
SET7288,TXN9288,2026-08-10,499.0,9.98,1.8,487.22,SETTLED
SET7289,TXN9289,2026-08-11,799.0,15.98,2.88,-219.86,SETTLED
SET7290,TXN9290,2026-08-12,1299.0,25.98,4.68,1268.34,SETTLED
SET7292,TXN9292,2026-08-14,4999.0,99.98,18.0,4881.02,SETTLED
SET7293,TXN9293,2026-08-15,7999.0,159.98,28.8,6810.22,SETTLED
SET7294,TXN9294,2026-08-16,12499.0,249.98,45.0,11204.02,SETTLED
SET7295,TXN9295,2026-08-17,19999.0,399.98,72.0,19527.02,SETTLED
SET7296,TXN9296,2026-08-18,29999.0,599.98,108.0,29291.02,SETTLED
SET7297,TXN9297,2026-08-19,499.0,0.0,0.0,499.0,SETTLED
SET7298,TXN9298,2026-08-20,799.0,15.98,2.88,780.14,SETTLED
SET7299,TXN9299,2026-08-21,1299.0,25.98,4.68,1268.34,SETTLED
SET7300,TXN9300,2026-08-02,2499.0,49.98,9.0,2440.02,SETTLED
SET7301,TXN9301,2026-08-03,4999.0,99.98,18.0,4881.02,SETTLED
SET7302,TXN9302,2026-08-04,7999.0,159.98,28.8,7810.22,SETTLED
SET7303,TXN9303,2026-08-05,12499.0,249.98,45.0,12204.02,SETTLED
SET7304,TXN9304,2026-08-06,19999.0,399.98,72.0,19527.02,SETTLED
SET7305,TXN9305,2026-08-13,29999.0,0.0,0.0,29999.0,SETTLED
SET7306,TXN9306,2026-08-08,499.0,9.98,1.8,-512.78,SETTLED
SET7307,TXN9307,2026-08-09,799.0,15.98,2.88,780.14,SETTLED
SET7308,TXN9308,2026-08-16,1299.0,0.0,0.0,1299.0,SETTLED
SET7309,TXN9309,2026-08-11,2499.0,49.98,9.0,1440.02,SETTLED
SET7310,TXN9310,2026-08-12,4999.0,0.0,0.0,4999.0,SETTLED
SET7311,TXN9311,2026-08-13,7999.0,159.98,28.8,7810.22,SETTLED
SET7312,TXN9312,2026-08-14,12499.0,249.98,45.0,12204.02,SETTLED
SET7313,TXN9313,2026-08-15,19999.0,399.98,72.0,19527.02,SETTLED
SET7314,TXN9314,2026-08-16,29999.0,0.0,0.0,29999.0,SETTLED
SET7317,TXN9317,2026-08-19,1299.0,25.98,4.68,1268.34,SETTLED
SET7318,TXN9318,2026-08-20,2499.0,49.98,9.0,2440.02,SETTLED
SET7319,TXN9319,2026-08-21,4999.0,99.98,18.0,3881.02,SETTLED
SET7320,TXN9320,2026-08-02,7999.0,159.98,28.8,7810.22,SETTLED
SET7321,TXN9321,2026-08-03,12499.0,249.98,45.0,11204.02,SETTLED
SET7322,TXN9322,2026-08-04,19999.0,399.98,72.0,19527.02,SETTLED
SET7323,TXN9323,2026-08-05,29999.0,0.0,0.0,29999.0,SETTLED
SET7324,TXN9324,2026-08-06,499.0,9.98,1.8,487.22,SETTLED
SET7325,TXN9325,2026-08-07,799.0,15.98,2.88,780.14,SETTLED
SET7326,TXN9326,2026-08-08,1299.0,0.0,0.0,1299.0,SETTLED
SET7327,TXN9327,2026-08-15,2499.0,0.0,0.0,2499.0,SETTLED
SET7328,TXN9328,2026-08-10,4999.0,99.98,18.0,4881.02,SETTLED
SET7329,TXN9329,2026-08-11,7999.0,159.98,28.8,7810.22,SETTLED
SET7331,TXN9331,2026-08-13,19999.0,399.98,72.0,19527.02,SETTLED
SET7332,TXN9332,2026-08-20,29999.0,0.0,0.0,29999.0,SETTLED
SET7333,TXN9333,2026-08-15,499.0,9.98,1.8,487.22,SETTLED
SET7334,TXN9334,2026-08-16,799.0,0.0,0.0,799.0,SETTLED
SET7335,TXN9335,2026-08-23,1299.0,0.0,0.0,1299.0,SETTLED
SET7336,TXN9336,2026-08-18,2499.0,0.0,0.0,2499.0,SETTLED
SET7337,TXN9337,2026-08-19,4999.0,99.98,18.0,4881.02,SETTLED
SET7338,TXN9338,2026-08-20,7999.0,159.98,28.8,7810.22,SETTLED
SET7339,TXN9339,2026-08-21,12499.0,249.98,45.0,12204.02,SETTLED
SET7340,TXN9340,2026-08-02,19999.0,399.98,72.0,19527.02,SETTLED
SET7341,TXN9341,2026-08-03,29999.0,599.98,108.0,29291.02,SETTLED
SET7342,TXN9342,2026-08-04,499.0,0.0,0.0,499.0,SETTLED
SET7343,TXN9343,2026-08-05,799.0,0.0,0.0,799.0,SETTLED
SET7344,TXN9344,2026-08-06,1299.0,25.98,4.68,1268.34,SETTLED
SET7345,TXN9345,2026-08-07,2499.0,0.0,0.0,2499.0,SETTLED
SET7346,TXN9346,2026-08-08,4999.0,99.98,18.0,4881.02,SETTLED
SET7347,TXN9347,2026-08-09,7999.0,0.0,0.0,7999.0,SETTLED
SET7348,TXN9348,2026-08-16,12499.0,0.0,0.0,12499.0,SETTLED
SET7349,TXN9349,2026-08-11,19999.0,399.98,72.0,18527.02,SETTLED
SET7350,TXN9350,2026-08-12,29999.0,599.98,108.0,29291.02,SETTLED
SET7351,TXN9351,2026-08-13,499.0,9.98,1.8,-512.78,SETTLED
SET7352,TXN9352,2026-08-14,799.0,0.0,0.0,799.0,SETTLED
SET7353,TXN9353,2026-08-15,1299.0,25.98,4.68,1268.34,SETTLED
SET7354,TXN9354,2026-08-16,2499.0,49.98,9.0,2440.02,SETTLED
SET7355,TXN9355,2026-08-17,4999.0,99.98,18.0,4881.02,SETTLED
SET7356,TXN9356,2026-08-18,7999.0,159.98,28.8,7810.22,SETTLED
