bank_transaction_id,settlement_id,transaction_date,transaction_time,reference,credit_amount,bank_status
BANK8066,SET7066,2026-08-08,10:30:00,TXN9066,1876.02,CREDITED
BANK8067,SET7067,2026-08-09,10:30:00,TXN9067,4881.02,CREDITED
BANK8068,SET7068,2026-08-10,10:30:00,TXN9068,7246.22,CREDITED
BANK8069,SET7069,2026-08-11,10:30:00,TXN9069,9079.27,CREDITED
BANK8070,SET7070,2026-08-18,10:30:00,TXN9070,19999.0,CREDITED
BANK8072,SET7072,2026-08-14,10:30:00,TXN9072,487.22,CREDITED
BANK8073,SET7073,2026-08-15,10:30:00,TXN9073,580.39,CREDITED
BANK8074,SET7074,2026-08-16,10:30:00,TXN9074,1268.34,CREDITED
BANK8075,SET7075,2026-08-23,10:30:00,TXN9075,2499.0,CREDITED
BANK8076,SET7076,2026-08-18,10:30:00,TXN9076,3631.27,CREDITED
BANK8078,SET7078,2026-08-20,10:30:00,TXN9078,12499.0,CREDITED
BANK8079,SET7079,2026-08-21,10:30:00,UNKNOWN9079,19999.0,CREDITED
BANK8080,SET7080,2026-08-02,10:30:00,TXN9080,21791.27,CREDITED
BANK8081,SET7081,2026-08-03,10:30:00,TXN9081,362.47,CREDITED
BANK8082,SET7082,2026-08-04,10:30:00,TXN9082,780.14,CREDITED
BANK8082D,SET7082,2026-08-04,10:31:00,TXN9082,780.14,CREDITED
BANK8083,SET7083,2026-08-05,10:30:00,TXN9083,1299.0,CREDITED
BANK8084,SET7084,2026-08-06,10:30:00,TXN9084,2499.0,CREDITED
BANK8085,SET7085,2026-08-07,10:30:00,TXN9085,4999.0,CREDITED
BANK8086,SET7086,2026-08-08,10:30:00,TXN9086,7810.22,CREDITED
BANK8087,SET7087,2026-08-09,10:30:00,TXN9087,12499.0,CREDITED
BANK8088,SET7088,2026-08-10,10:30:00,TXN9088,19999.0,CREDITED
BANK8089,SET7089,2026-08-11,10:30:00,TXN9089,29999.0,CREDITED
BANK8090,SET7090,2026-08-12,10:30:00,TXN9090,487.22,CREDITED
BANK8090D,SET7090,2026-08-12,10:31:00,TXN9090,487.22,CREDITED
BANK8091,SET7091,2026-08-13,10:30:00,TXN9091,-219.86,CREDITED
BANK8092,SET7092,2026-08-14,10:30:00,TXN9092,704.34,CREDITED
BANK8093,SET7093,2026-08-15,10:30:00,TXN9093,2440.02,CREDITED
BANK8093D,SET7093,2026-08-15,10:31:00,TXN9093,2440.02,CREDITED
BANK8095,SET7095,2026-08-17,10:30:00,TXN9095,7999.0,CREDITED
BANK8096,SET7096,2026-08-18,10:30:00,TXN9096,9079.27,CREDITED
BANK8097,SET7097,2026-08-19,10:30:00,TXN9097,18963.02,CREDITED
BANK8098,SET7098,2026-08-20,10:30:00,TXN9098,29999.0,CREDITED
BANK8099,SET7099,2026-08-21,10:30:00,TXN9099,-512.78,CREDITED
BANK8100,SET7100,2026-08-02,10:30:00,TXN9100,780.14,CREDITED
BANK8101,SET7101,2026-08-03,10:30:00,TXN9101,268.34,CREDITED
BANK8102,SET7102,2026-08-04,10:30:00,TXN9102,2499.0,CREDITED
BANK8103,SET7103,2026-08-05,10:30:00,UNKNOWN9103,4999.0,CREDITED
BANK8104,SET7104,2026-08-06,10:30:00,UNKNOWN9104,7999.0,CREDITED
BANK8105,SET7105,2026-08-07,10:30:00,TXN9105,9079.27,CREDITED
BANK8107,SET7107,2026-08-09,10:30:00,TXN9107,29999.0,CREDITED
BANK8109,SET7109,2026-08-11,10:30:00,UNKNOWN9109,799.0,CREDITED
BANK8110,SET7110,2026-08-12,10:30:00,UNKNOWN9110,1299.0,CREDITED
BANK8111,SET7111,2026-08-13,10:30:00,TXN9111,1876.02,CREDITED
BANK8112,SET7112,2026-08-14,10:30:00,TXN9112,4881.02,CREDITED
BANK8112D,SET7112,2026-08-14,10:31:00,TXN9112,4881.02,CREDITED
BANK8113,SET7113,2026-08-15,10:30:00,UNKNOWN9113,7999.0,CREDITED
BANK8114,SET7114,2026-08-16,10:30:00,TXN9114,12204.02,CREDITED
BANK8115,SET7115,2026-08-23,10:30:00,TXN9115,19999.0,CREDITED
BANK8116,SET7116,2026-08-18,10:30:00,TXN9116,28291.02,CREDITED
BANK8117,SET7117,2026-08-19,10:30:00,UNKNOWN9117,499.0,CREDITED
BANK8118,SET7118,2026-08-20,10:30:00,TXN9118,580.39,CREDITED
BANK8119,SET7119,2026-08-21,10:30:00,TXN9119,1268.34,CREDITED
BANK8119D,SET7119,2026-08-21,10:31:00,TXN9119,1268.34,CREDITED
BANK8120,SET7120,2026-08-02,10:30:00,TXN9120,2499.0,CREDITED
BANK8121,SET7121,2026-08-09,10:30:00,TXN9121,4999.0,CREDITED
BANK8122,SET7122,2026-08-10,10:30:00,TXN9122,7999.0,CREDITED
BANK8123,SET7123,2026-08-11,10:30:00,TXN9123,12499.0,CREDITED
BANK8124,SET7124,2026-08-06,10:30:00,TXN9124,19527.02,CREDITED
BANK8124D,SET7124,2026-08-06,10:31:00,TXN9124,19527.02,CREDITED
BANK8125,SET7125,2026-08-13,10:30:00,TXN9125,29999.0,CREDITED
BANK8126,SET7126,2026-08-08,10:30:00,TXN9126,499.0,CREDITED
BANK8127,SET7127,2026-08-09,10:30:00,TXN9127,580.39,CREDITED
BANK8128,SET7128,2026-08-10,10:30:00,UNKNOWN9128,1299.0,CREDITED
BANK8129,SET7129,2026-08-11,10:30:00,TXN9129,2499.0,CREDITED
BANK8130,SET7130,2026-08-18,10:30:00,TXN9130,4999.0,CREDITED
BANK8131,SET7131,2026-08-13,10:30:00,UNKNOWN9131,7999.0,CREDITED
BANK8132,SET7132,2026-08-14,10:30:00,TXN9132,9079.27,CREDITED
BANK8133,SET7133,2026-08-15,10:30:00,TXN9133,19527.02,CREDITED
BANK8133D,SET7133,2026-08-15,10:31:00,TXN9133,19527.02,CREDITED
BANK8134,SET7134,2026-08-16,10:30:00,UNKNOWN9134,29999.0,CREDITED
BANK8135,SET7135,2026-08-23,10:30:00,TXN9135,499.0,CREDITED
BANK8136,SET7136,2026-08-18,10:30:00,TXN9136,580.39,CREDITED
BANK8137,SET7137,2026-08-19,10:30:00,TXN9137,268.34,CREDITED
BANK8138,SET7138,2026-08-20,10:30:00,TXN9138,2499.0,CREDITED
BANK8139,SET7139,2026-08-27,10:30:00,TXN9139,4999.0,CREDITED
BANK8140,SET7140,2026-08-02,10:30:00,TXN9140,5810.47,CREDITED
BANK8141,SET7141,2026-08-03,10:30:00,TXN9141,11640.02,CREDITED
BANK8142,SET7142,2026-08-04,10:30:00,TXN9142,18963.02,CREDITED
BANK8143,SET7143,2026-08-05,10:30:00,TXN9143,21791.27,CREDITED
BANK8144,SET7144,2026-08-06,10:30:00,TXN9144,-512.78,CREDITED
BANK8145,SET7145,2026-08-07,10:30:00,TXN9145,780.14,CREDITED
BANK8145D,SET7145,2026-08-07,10:31:00,TXN9145,780.14,CREDITED
BANK8146,SET7146,2026-08-08,10:30:00,TXN9146,943.59,CREDITED
BANK8147,SET7147,2026-08-09,10:30:00,TXN9147,1815.27,CREDITED
BANK8148,SET7148,2026-08-10,10:30:00,TXN9148,4999.0,CREDITED
BANK8149,SET7149,2026-08-11,10:30:00,TXN9149,5810.47,CREDITED
BANK8150,SET7150,2026-08-12,10:30:00,TXN9150,12204.02,CREDITED
BANK8150D,SET7150,2026-08-12,10:31:00,TXN9150,12204.02,CREDITED
BANK8151,SET7151,2026-08-13,10:30:00,TXN9151,19527.02,CREDITED
BANK8152,SET7152,2026-08-20,10:30:00,TXN9152,29999.0,CREDITED
BANK8153,SET7153,2026-08-15,10:30:00,TXN9153,487.22,CREDITED
BANK8153D,SET7153,2026-08-15,10:31:00,TXN9153,487.22,CREDITED
BANK8154,SET7154,2026-08-22,10:30:00,TXN9154,799.0,CREDITED
BANK8155,SET7155,2026-08-17,10:30:00,TXN9155,268.34,CREDITED
BANK8156,SET7156,2026-08-18,10:30:00,TXN9156,2499.0,CREDITED
BANK8157,SET7157,2026-08-19,10:30:00,TXN9157,4881.02,CREDITED
BANK8157D,SET7157,2026-08-19,10:31:00,TXN9157,4881.02,CREDITED
BANK8158,SET7158,2026-08-20,10:30:00,UNKNOWN9158,7999.0,CREDITED
BANK8159,SET7159,2026-08-21,10:30:00,TXN9159,12204.02,CREDITED
BANK8160,SET7160,2026-08-02,10:30:00,TXN9160,19527.02,CREDITED
BANK8160D,SET7160,2026-08-02,10:31:00,TXN9160,19527.02,CREDITED
BANK8161,SET7161,2026-08-03,10:30:00,UNKNOWN9161,29999.0,CREDITED
BANK8162,SET7162,2026-08-04,10:30:00,TXN9162,487.22,CREDITED
BANK8162D,SET7162,2026-08-04,10:31:00,TXN9162,487.22,CREDITED
BANK8163,SET7163,2026-08-05,10:30:00,TXN9163,799.0,CREDITED
BANK8164,SET7164,2026-08-06,10:30:00,UNKNOWN9164,1299.0,CREDITED
BANK8165,SET7165,2026-08-07,10:30:00,TXN9165,2499.0,CREDITED
BANK8166,SET7166,2026-08-08,10:30:00,TXN9166,4881.02,CREDITED
BANK8166D,SET7166,2026-08-08,10:31:00,TXN9166,4881.02,CREDITED
BANK8167,SET7167,2026-08-09,10:30:00,TXN9167,7810.22,CREDITED
BANK8168,SET7168,2026-08-16,10:30:00,TXN9168,12499.0,CREDITED
BANK8169,SET7169,2026-08-11,10:30:00,TXN9169,14527.27,CREDITED
BANK8170,SET7170,2026-08-12,10:30:00,UNKNOWN9170,29999.0,CREDITED
BANK8171,SET7171,2026-08-19,10:30:00,TXN9171,499.0,CREDITED
BANK8172,SET7172,2026-08-14,10:30:00,TXN9172,580.39,CREDITED
BANK8173,SET7173,2026-08-15,10:30:00,TXN9173,943.59,CREDITED
BANK8174,SET7174,2026-08-16,10:30:00,TXN9174,1815.27,CREDITED
BANK8175,SET7175,2026-08-17,10:30:00,TXN9175,3881.02,CREDITED
BANK8176,SET7176,2026-08-24,10:30:00,TXN9176,7999.0,CREDITED
BANK8178,SET7178,2026-08-20,10:30:00,UNKNOWN9178,19999.0,CREDITED
BANK8179,SET7179,2026-08-21,10:30:00,UNKNOWN9179,29999.0,CREDITED
BANK8180,SET7180,2026-08-02,10:30:00,TXN9180,-76.78,CREDITED
BANK8181,SET7181,2026-08-09,10:30:00,TXN9181,799.0,CREDITED
BANK8182,SET7182,2026-08-10,10:30:00,TXN9182,1299.0,CREDITED
BANK8183,SET7183,2026-08-11,10:30:00,TXN9183,2499.0,CREDITED
BANK8184,SET7184,2026-08-12,10:30:00,TXN9184,4999.0,CREDITED
BANK8185,SET7185,2026-08-07,10:30:00,TXN9185,6810.22,CREDITED
BANK8186,SET7186,2026-08-14,10:30:00,TXN9186,12499.0,CREDITED
BANK8187,SET7187,2026-08-09,10:30:00,TXN9187,18527.02,CREDITED
BANK8188,SET7188,2026-08-10,10:30:00,TXN9188,29291.02,CREDITED
BANK8189,SET7189,2026-08-11,10:30:00,TXN9189,499.0,CREDITED
BANK8190,SET7190,2026-08-12,10:30:00,TXN9190,799.0,CREDITED
BANK8191,SET7191,2026-08-13,10:30:00,TXN9191,1268.34,CREDITED
BANK8191D,SET7191,2026-08-13,10:31:00,TXN9191,1268.34,CREDITED
BANK8192,SET7192,2026-08-14,10:30:00,TXN9192,1440.02,CREDITED
BANK8193,SET7193,2026-08-15,10:30:00,TXN9193,3631.27,CREDITED
BANK8194,SET7194,2026-08-16,10:30:00,TXN9194,7810.22,CREDITED
BANK8195,SET7195,2026-08-17,10:30:00,TXN9195,12204.02,CREDITED
BANK8195D,SET7195,2026-08-17,10:31:00,TXN9195,12204.02,CREDITED
BANK8197,SET7197,2026-08-19,10:30:00,TXN9197,29999.0,CREDITED
BANK8198,SET7198,2026-08-20,10:30:00,TXN9198,362.47,CREDITED
BANK8199,SET7199,2026-08-27,10:30:00,TXN9199,799.0,CREDITED
BANK8200,SET7200,2026-08-02,10:30:00,TXN9200,1299.0,CREDITED
BANK8201,SET7201,2026-08-03,10:30:00,TXN9201,2499.0,CREDITED
BANK8202,SET7202,2026-08-04,10:30:00,TXN9202,4881.02,CREDITED
BANK8203,SET7203,2026-08-05,10:30:00,UNKNOWN9203,7999.0,CREDITED
BANK8204,SET7204,2026-08-06,10:30:00,TXN9204,12204.02,CREDITED
BANK8205,SET7205,2026-08-07,10:30:00,TXN9205,19527.02,CREDITED
BANK8205D,SET7205,2026-08-07,10:31:00,TXN9205,19527.02,CREDITED
BANK8206,SET7206,2026-08-08,10:30:00,UNKNOWN9206,29999.0,CREDITED
BANK8207,SET7207,2026-08-09,10:30:00,TXN9207,-512.78,CREDITED
BANK8208,SET7208,2026-08-10,10:30:00,TXN9208,216.14,CREDITED
BANK8209,SET7209,2026-08-11,10:30:00,TXN9209,1299.0,CREDITED
BANK8210,SET7210,2026-08-12,10:30:00,TXN9210,1440.02,CREDITED
BANK8211,SET7211,2026-08-13,10:30:00,UNKNOWN9211,4999.0,CREDITED
BANK8212,SET7212,2026-08-14,10:30:00,TXN9212,5810.47,CREDITED
BANK8213,SET7213,2026-08-15,10:30:00,TXN9213,12204.02,CREDITED
BANK8213D,SET7213,2026-08-15,10:31:00,TXN9213,12204.02,CREDITED
BANK8214,SET7214,2026-08-16,10:30:00,TXN9214,19527.02,CREDITED
BANK8214D,SET7214,2026-08-16,10:31:00,TXN9214,19527.02,CREDITED
BANK8216,SET7216,2026-08-18,10:30:00,TXN9216,499.0,CREDITED
BANK8217,SET7217,2026-08-19,10:30:00,TXN9217,799.0,CREDITED
BANK8218,SET7218,2026-08-20,10:30:00,TXN9218,943.59,CREDITED
BANK8220,SET7220,2026-08-02,10:30:00,TXN9220,4881.02,CREDITED
BANK8221,SET7221,2026-08-03,10:30:00,TXN9221,7999.0,CREDITED
BANK8222,SET7222,2026-08-04,10:30:00,TXN9222,11204.02,CREDITED
BANK8223,SET7223,2026-08-05,10:30:00,TXN9223,19527.02,CREDITED
BANK8224,SET7224,2026-08-06,10:30:00,TXN9224,29291.02,CREDITED
BANK8225,SET7225,2026-08-07,10:30:00,TXN9225,487.22,CREDITED
BANK8226,SET7226,2026-08-08,10:30:00,TXN9226,780.14,CREDITED
BANK8226D,SET7226,2026-08-08,10:31:00,TXN9226,780.14,CREDITED
BANK8227,SET7227,2026-08-09,10:30:00,TXN9227,268.34,CREDITED
BANK8228,SET7228,2026-08-10,10:30:00,TXN9228,2440.02,CREDITED
BANK8228D,SET7228,2026-08-10,10:31:00,TXN9228,2440.02,CREDITED
BANK8229,SET7229,2026-08-11,10:30:00,TXN9229,3881.02,CREDITED
BANK8230,SET7230,2026-08-12,10:30:00,UNKNOWN9230,7999.0,CREDITED
BANK8231,SET7231,2026-08-13,10:30:00,UNKNOWN9231,12499.0,CREDITED
BANK8232,SET7232,2026-08-14,10:30:00,TXN9232,18527.02,CREDITED
BANK8233,SET7233,2026-08-15,10:30:00,UNKNOWN9233,29999.0,CREDITED
BANK8234,SET7234,2026-08-16,10:30:00,TXN9234,-512.78,CREDITED
BANK8235,SET7235,2026-08-17,10:30:00,TXN9235,580.39,CREDITED
BANK8236,SET7236,2026-08-18,10:30:00,UNKNOWN9236,1299.0,CREDITED
BANK8237,SET7237,2026-08-19,10:30:00,TXN9237,1440.02,CREDITED
BANK8238,SET7238,2026-08-20,10:30:00,TXN9238,3881.02,CREDITED
BANK8240,SET7240,2026-08-02,10:30:00,UNKNOWN9240,12499.0,CREDITED
BANK8241,SET7241,2026-08-03,10:30:00,TXN9241,18527.02,CREDITED
BANK8243,SET7243,2026-08-05,10:30:00,TXN9243,362.47,CREDITED
BANK8244,SET7244,2026-08-06,10:30:00,TXN9244,799.0,CREDITED
BANK8245,SET7245,2026-08-07,10:30:00,TXN9245,704.34,CREDITED
BANK8246,SET7246,2026-08-08,10:30:00,TXN9246,1876.02,CREDITED
BANK8247,SET7247,2026-08-09,10:30:00,TXN9247,4317.02,CREDITED
BANK8248,SET7248,2026-08-10,10:30:00,TXN9248,7810.22,CREDITED
BANK8248D,SET7248,2026-08-10,10:31:00,TXN9248,7810.22,CREDITED
BANK8249,SET7249,2026-08-11,10:30:00,UNKNOWN9249,12499.0,CREDITED
BANK8250,SET7250,2026-08-12,10:30:00,TXN9250,19527.02,CREDITED
BANK8250D,SET7250,2026-08-12,10:31:00,TXN9250,19527.02,CREDITED
BANK8251,SET7251,2026-08-13,10:30:00,TXN9251,29291.02,CREDITED
BANK8251D,SET7251,2026-08-13,10:31:00,TXN9251,29291.02,CREDITED
BANK8253,SET7253,2026-08-21,10:30:00,TXN9253,799.0,CREDITED
BANK8254,SET7254,2026-08-16,10:30:00,TXN9254,1268.34,CREDITED
BANK8254D,SET7254,2026-08-16,10:31:00,TXN9254,1268.34,CREDITED
BANK8255,SET7255,2026-08-17,10:30:00,TXN9255,2499.0,CREDITED
BANK8256,SET7256,2026-08-18,10:30:00,TXN9256,3881.02,CREDITED
BANK8257,SET7257,2026-08-19,10:30:00,TXN9257,5810.47,CREDITED
BANK8258,SET7258,2026-08-20,10:30:00,TXN9258,11640.02,CREDITED
BANK8259,SET7259,2026-08-21,10:30:00,TXN9259,19527.02,CREDITED
BANK8259D,SET7259,2026-08-21,10:31:00,TXN9259,19527.02,CREDITED
BANK8260,SET7260,2026-08-02,10:30:00,TXN9260,29291.02,CREDITED
BANK8260D,SET7260,2026-08-02,10:31:00,TXN9260,29291.02,CREDITED
BANK8261,SET7261,2026-08-03,10:30:00,TXN9261,499.0,CREDITED
BANK8262,SET7262,2026-08-04,10:30:00,TXN9262,216.14,CREDITED
BANK8263,SET7263,2026-08-11,10:30:00,TXN9263,1299.0,CREDITED
BANK8264,SET7264,2026-08-06,10:30:00,TXN9264,1815.27,CREDITED
BANK8265,SET7265,2026-08-07,10:30:00,TXN9265,3631.27,CREDITED
BANK8266,SET7266,2026-08-08,10:30:00,TXN9266,7246.22,CREDITED
BANK8267,SET7267,2026-08-15,10:30:00,TXN9267,12499.0,CREDITED
BANK8268,SET7268,2026-08-10,10:30:00,TXN9268,19527.02,CREDITED
BANK8268D,SET7268,2026-08-10,10:31:00,TXN9268,19527.02,CREDITED
BANK8269,SET7269,2026-08-11,10:30:00,TXN9269,21791.27,CREDITED
BANK8270,SET7270,2026-08-12,10:30:00,TXN9270,-512.78,CREDITED
BANK8271,SET7271,2026-08-13,10:30:00,TXN9271,-219.86,CREDITED
BANK8272,SET7272,2026-08-14,10:30:00,TXN9272,1268.34,CREDITED
BANK8273,SET7273,2026-08-15,10:30:00,TXN9273,1876.02,CREDITED
BANK8274,SET7274,2026-08-16,10:30:00,TXN9274,3881.02,CREDITED
BANK8275,SET7275,2026-08-17,10:30:00,TXN9275,7999.0,CREDITED
BANK8277,SET7277,2026-08-19,10:30:00,TXN9277,18527.02,CREDITED
BANK8278,SET7278,2026-08-26,10:30:00,TXN9278,29999.0,CREDITED
BANK8279,SET7279,2026-08-21,10:30:00,TXN9279,487.22,CREDITED
BANK8279D,SET7279,2026-08-21,10:31:00,TXN9279,487.22,CREDITED
BANK8280,SET7280,2026-08-08,10:30:00,TXN9280,799.0,CREDITED
BANK8281,SET7281,2026-08-09,10:30:00,TXN9281,1299.0,CREDITED
BANK8282,SET7282,2026-08-04,10:30:00,TXN9282,1815.27,CREDITED
BANK8283,SET7283,2026-08-05,10:30:00,TXN9283,4881.02,CREDITED
BANK8283D,SET7283,2026-08-05,10:31:00,TXN9283,4881.02,CREDITED
BANK8284,SET7284,2026-08-06,10:30:00,TXN9284,7810.22,CREDITED
BANK8285,SET7285,2026-08-07,10:30:00,TXN9285,11640.02,CREDITED
BANK8286,SET7286,2026-08-08,10:30:00,TXN9286,14527.27,CREDITED
BANK8287,SET7287,2026-08-09,10:30:00,TXN9287,28291.02,CREDITED
BANK8288,SET7288,2026-08-10,10:30:00,TXN9288,487.22,CREDITED
BANK8289,SET7289,2026-08-11,10:30:00,TXN9289,-219.86,CREDITED
BANK8290,SET7290,2026-08-12,10:30:00,TXN9290,1268.34,CREDITED
BANK8290D,SET7290,2026-08-12,10:31:00,TXN9290,1268.34,CREDITED
BANK8292,SET7292,2026-08-14,10:30:00,TXN9292,4881.02,CREDITED
BANK8292D,SET7292,2026-08-14,10:31:00,TXN9292,4881.02,CREDITED
BANK8293,SET7293,2026-08-15,10:30:00,TXN9293,6810.22,CREDITED
BANK8294,SET7294,2026-08-16,10:30:00,TXN9294,11204.02,CREDITED
BANK8295,SET7295,2026-08-17,10:30:00,TXN9295,19527.02,CREDITED
BANK8295D,SET7295,2026-08-17,10:31:00,TXN9295,19527.02,CREDITED
BANK8296,SET7296,2026-08-18,10:30:00,TXN9296,28727.02,CREDITED
BANK8297,SET7297,2026-08-19,10:30:00,TXN9297,499.0,CREDITED
BANK8298,SET7298,2026-08-20,10:30:00,TXN9298,780.14,CREDITED
BANK8298D,SET7298,2026-08-20,10:31:00,TXN9298,780.14,CREDITED
BANK8299,SET7299,2026-08-21,10:30:00,TXN9299,943.59,CREDITED
BANK8300,SET7300,2026-08-02,10:30:00,TXN9300,2440.02,CREDITED
BANK8301,SET7301,2026-08-03,10:30:00,TXN9301,3631.27,CREDITED
BANK8302,SET7302,2026-08-04,10:30:00,TXN9302,7810.22,CREDITED
BANK8303,SET7303,2026-08-05,10:30:00,TXN9303,9079.27,CREDITED
BANK8304,SET7304,2026-08-06,10:30:00,TXN9304,14527.27,CREDITED
BANK8305,SET7305,2026-08-13,10:30:00,TXN9305,29999.0,CREDITED
BANK8306,SET7306,2026-08-08,10:30:00,TXN9306,-512.78,CREDITED
BANK8307,SET7307,2026-08-09,10:30:00,TXN9307,780.14,CREDITED
BANK8307D,SET7307,2026-08-09,10:31:00,TXN9307,780.14,CREDITED
BANK8308,SET7308,2026-08-16,10:30:00,TXN9308,1299.0,CREDITED
BANK8309,SET7309,2026-08-11,10:30:00,TXN9309,1440.02,CREDITED
BANK8310,SET7310,2026-08-12,10:30:00,TXN9310,4999.0,CREDITED
BANK8311,SET7311,2026-08-13,10:30:00,TXN9311,5810.47,CREDITED
BANK8312,SET7312,2026-08-14,10:30:00,TXN9312,12204.02,CREDITED
BANK8312D,SET7312,2026-08-14,10:31:00,TXN9312,12204.02,CREDITED
BANK8313,SET7313,2026-08-15,10:30:00,TXN9313,19527.02,CREDITED
BANK8313D,SET7313,2026-08-15,10:31:00,TXN9313,19527.02,CREDITED
BANK8314,SET7314,2026-08-16,10:30:00,UNKNOWN9314,29999.0,CREDITED
BANK8317,SET7317,2026-08-19,10:30:00,TXN9317,1268.34,CREDITED
BANK8318,SET7318,2026-08-20,10:30:00,TXN9318,2440.02,CREDITED
BANK8319,SET7319,2026-08-21,10:30:00,TXN9319,3881.02,CREDITED
