order_id,customer_id,order_date,order_amount,currency,payment_id,order_status
ORD1033,CUST5003,2026-08-14,12499.0,INR,PAY3033,COMPLETED
ORD1034,CUST5004,2026-08-15,19999.0,INR,PAY3034,COMPLETED
ORD1035,CUST5005,2026-08-16,29999.0,INR,PAY3035,COMPLETED
ORD1036,CUST5006,2026-08-17,499.0,INR,PAY3036,COMPLETED
ORD1037,CUST5007,2026-08-18,799.0,INR,PAY3037,COMPLETED
ORD1038,CUST5008,2026-08-19,1299.0,INR,PAY3038,COMPLETED
ORD1039,CUST5009,2026-08-20,2499.0,INR,PAY3039,COMPLETED
ORD1040,CUST5010,2026-08-01,4999.0,INR,PAY3040,COMPLETED
ORD1041,CUST5011,2026-08-02,7999.0,INR,PAY3041,COMPLETED
ORD1042,CUST5012,2026-08-03,12499.0,INR,PAY3042,COMPLETED
ORD1043,CUST5013,2026-08-04,19999.0,INR,PAY3043,COMPLETED
ORD1044,CUST5014,2026-08-05,29999.0,INR,PAY3044,COMPLETED
ORD1045,CUST5015,2026-08-06,499.0,INR,PAY3045,COMPLETED
ORD1046,CUST5016,2026-08-07,799.0,INR,PAY3046,COMPLETED
ORD1047,CUST5017,2026-08-08,1299.0,INR,PAY3047,COMPLETED
ORD1048,CUST5018,2026-08-09,2499.0,INR,PAY3048,COMPLETED
ORD1049,CUST5019,2026-08-10,4999.0,INR,PAY3049,COMPLETED
ORD1050,CUST5020,2026-08-11,7999.0,INR,PAY3050,COMPLETED
ORD1051,CUST5021,2026-08-12,12499.0,INR,PAY3051,COMPLETED
ORD1052,CUST5022,2026-08-13,19999.0,INR,PAY3052,COMPLETED
ORD1053,CUST5023,2026-08-14,29999.0,INR,PAY3053,COMPLETED
ORD1054,CUST5024,2026-08-15,499.0,INR,PAY3054,COMPLETED
ORD1055,CUST5025,2026-08-16,799.0,INR,PAY3055,COMPLETED
ORD1056,CUST5026,2026-08-17,1299.0,INR,PAY3056,COMPLETED
ORD1057,CUST5027,2026-08-18,2499.0,INR,PAY3057,COMPLETED
ORD1058,CUST5028,2026-08-19,4999.0,INR,PAY3058,COMPLETED
ORD1059,CUST5029,2026-08-20,7999.0,INR,PAY3059,COMPLETED
ORD1060,CUST5000,2026-08-01,12499.0,INR,PAY3060,COMPLETED
ORD1061,CUST5001,2026-08-02,19999.0,INR,PAY3061,COMPLETED
ORD1062,CUST5002,2026-08-03,29999.0,INR,PAY3062,COMPLETED
ORD1063,CUST5003,2026-08-04,499.0,INR,PAY3063,COMPLETED
ORD1064,CUST5004,2026-08-05,799.0,INR,PAY3064,COMPLETED
ORD1065,CUST5005,2026-08-06,1299.0,INR,PAY3065,COMPLETED
ORD1066,CUST5006,2026-08-07,2499.0,INR,PAY3066,COMPLETED
ORD1067,CUST5007,2026-08-08,4999.0,INR,PAY3067,COMPLETED
ORD1068,CUST5008,2026-08-09,7999.0,INR,PAY3068,COMPLETED
ORD1069,CUST5009,2026-08-10,12499.0,INR,PAY3069,COMPLETED
ORD1070,CUST5010,2026-08-11,19999.0,INR,PAY3070,COMPLETED
ORD1071,CUST5011,2026-08-12,29999.0,INR,PAY3071,COMPLETED
ORD1072,CUST5012,2026-08-13,499.0,INR,PAY3072,COMPLETED
ORD1073,CUST5013,2026-08-14,799.0,INR,PAY3073,COMPLETED
ORD1074,CUST5014,2026-08-15,1299.0,INR,PAY3074,COMPLETED
ORD1075,CUST5015,2026-08-16,2499.0,INR,PAY3075,COMPLETED
ORD1076,CUST5016,2026-08-17,4999.0,INR,PAY3076,COMPLETED
ORD1077,CUST5017,2026-08-18,7999.0,INR,PAY3077,COMPLETED
ORD1078,CUST5018,2026-08-19,12499.0,INR,PAY3078,COMPLETED
ORD1079,CUST5019,2026-08-20,19999.0,INR,PAY3079,COMPLETED
ORD1080,CUST5020,2026-08-01,29999.0,INR,PAY3080,COMPLETED
ORD1081,CUST5021,2026-08-02,499.0,INR,PAY3081,COMPLETED
ORD1082,CUST5022,2026-08-03,799.0,INR,PAY3082,COMPLETED
ORD1083,CUST5023,2026-08-04,1299.0,INR,PAY3083,COMPLETED
ORD1084,CUST5024,2026-08-05,2499.0,INR,PAY3084,COMPLETED
ORD1085,CUST5025,2026-08-06,4999.0,INR,PAY3085,COMPLETED
ORD1086,CUST5026,2026-08-07,7999.0,INR,PAY3086,COMPLETED
ORD1087,CUST5027,2026-08-08,12499.0,INR,PAY3087,COMPLETED
ORD1088,CUST5028,2026-08-09,19999.0,INR,PAY3088,COMPLETED
ORD1089,CUST5029,2026-08-10,29999.0,INR,PAY3089,COMPLETED
ORD1090,CUST5000,2026-08-11,499.0,INR,PAY3090,COMPLETED
ORD1091,CUST5001,2026-08-12,799.0,INR,PAY3091,COMPLETED
ORD1092,CUST5002,2026-08-13,1299.0,INR,PAY3092,COMPLETED
ORD1093,CUST5003,2026-08-14,2499.0,INR,PAY3093,COMPLETED
ORD1094,CUST5004,2026-08-15,4999.0,INR,PAY3094,COMPLETED
ORD1095,CUST5005,2026-08-16,7999.0,INR,PAY3095,COMPLETED
ORD1096,CUST5006,2026-08-17,12499.0,INR,PAY3096,COMPLETED
ORD1097,CUST5007,2026-08-18,19999.0,INR,PAY3097,COMPLETED
ORD1098,CUST5008,2026-08-19,29999.0,INR,PAY3098,COMPLETED
ORD1099,CUST5009,2026-08-20,499.0,INR,PAY3099,COMPLETED
ORD1100,CUST5010,2026-08-01,799.0,INR,PAY3100,COMPLETED
ORD1101,CUST5011,2026-08-02,1299.0,INR,PAY3101,COMPLETED
ORD1102,CUST5012,2026-08-03,2499.0,INR,PAY3102,COMPLETED
ORD1103,CUST5013,2026-08-04,4999.0,INR,PAY3103,COMPLETED
ORD1104,CUST5014,2026-08-05,7999.0,INR,PAY3104,COMPLETED
ORD1105,CUST5015,2026-08-06,12499.0,INR,PAY3105,COMPLETED
ORD1106,CUST5016,2026-08-07,19999.0,INR,PAY3106,COMPLETED
ORD1107,CUST5017,2026-08-08,29999.0,INR,PAY3107,COMPLETED
ORD1108,CUST5018,2026-08-09,499.0,INR,PAY3108,COMPLETED
ORD1109,CUST5019,2026-08-10,799.0,INR,PAY3109,COMPLETED
ORD1110,CUST5020,2026-08-11,1299.0,INR,PAY3110,COMPLETED
ORD1111,CUST5021,2026-08-12,2499.0,INR,PAY3111,COMPLETED
ORD1112,CUST5022,2026-08-13,4999.0,INR,PAY3112,COMPLETED
ORD1113,CUST5023,2026-08-14,7999.0,INR,PAY3113,COMPLETED
ORD1114,CUST5024,2026-08-15,12499.0,INR,PAY3114,COMPLETED
ORD1115,CUST5025,2026-08-16,19999.0,INR,PAY3115,COMPLETED
ORD1116,CUST5026,2026-08-17,29999.0,INR,PAY3116,COMPLETED
ORD1117,CUST5027,2026-08-18,499.0,INR,PAY3117,COMPLETED
ORD1118,CUST5028,2026-08-19,799.0,INR,PAY3118,COMPLETED
ORD1119,CUST5029,2026-08-20,1299.0,INR,PAY3119,COMPLETED
ORD1120,CUST5000,2026-08-01,2499.0,INR,PAY3120,COMPLETED
ORD1121,CUST5001,2026-08-02,4999.0,INR,PAY3121,COMPLETED
ORD1122,CUST5002,2026-08-03,7999.0,INR,PAY3122,COMPLETED
ORD1123,CUST5003,2026-08-04,12499.0,INR,PAY3123,COMPLETED
ORD1124,CUST5004,2026-08-05,19999.0,INR,PAY3124,COMPLETED
ORD1125,CUST5005,2026-08-06,29999.0,INR,PAY3125,COMPLETED
ORD1126,CUST5006,2026-08-07,499.0,INR,PAY3126,COMPLETED
ORD1127,CUST5007,2026-08-08,799.0,INR,PAY3127,COMPLETED
ORD1128,CUST5008,2026-08-09,1299.0,INR,PAY3128,COMPLETED
ORD1129,CUST5009,2026-08-10,2499.0,INR,PAY3129,COMPLETED
ORD1130,CUST5010,2026-08-11,4999.0,INR,PAY3130,COMPLETED
ORD1131,CUST5011,2026-08-12,7999.0,INR,PAY3131,COMPLETED
ORD1132,CUST5012,2026-08-13,12499.0,INR,PAY3132,COMPLETED
ORD1133,CUST5013,2026-08-14,19999.0,INR,PAY3133,COMPLETED
ORD1134,CUST5014,2026-08-15,29999.0,INR,PAY3134,COMPLETED
ORD1135,CUST5015,2026-08-16,499.0,INR,PAY3135,COMPLETED
ORD1136,CUST5016,2026-08-17,799.0,INR,PAY3136,COMPLETED
ORD1137,CUST5017,2026-08-18,1299.0,INR,PAY3137,COMPLETED
ORD1138,CUST5018,2026-08-19,2499.0,INR,PAY3138,COMPLETED
ORD1139,CUST5019,2026-08-20,4999.0,INR,PAY3139,COMPLETED
ORD1140,CUST5020,2026-08-01,7999.0,INR,PAY3140,COMPLETED
ORD1141,CUST5021,2026-08-02,12499.0,INR,PAY3141,COMPLETED
ORD1142,CUST5022,2026-08-03,19999.0,INR,PAY3142,COMPLETED
ORD1143,CUST5023,2026-08-04,29999.0,INR,PAY3143,COMPLETED
ORD1144,CUST5024,2026-08-05,499.0,INR,PAY3144,COMPLETED
ORD1145,CUST5025,2026-08-06,799.0,INR,PAY3145,COMPLETED
ORD1146,CUST5026,2026-08-07,1299.0,INR,PAY3146,COMPLETED
ORD1147,CUST5027,2026-08-08,2499.0,INR,PAY3147,COMPLETED
ORD1148,CUST5028,2026-08-09,4999.0,INR,PAY3148,COMPLETED
ORD1149,CUST5029,2026-08-10,7999.0,INR,PAY3149,COMPLETED
ORD1150,CUST5000,2026-08-11,12499.0,INR,PAY3150,COMPLETED
ORD1151,CUST5001,2026-08-12,19999.0,INR,PAY3151,COMPLETED
ORD1152,CUST5002,2026-08-13,29999.0,INR,PAY3152,COMPLETED
ORD1153,CUST5003,2026-08-14,499.0,INR,PAY3153,COMPLETED
ORD1154,CUST5004,2026-08-15,799.0,INR,PAY3154,COMPLETED
ORD1155,CUST5005,2026-08-16,1299.0,INR,PAY3155,COMPLETED
ORD1156,CUST5006,2026-08-17,2499.0,INR,PAY3156,COMPLETED
ORD1157,CUST5007,2026-08-18,4999.0,INR,PAY3157,COMPLETED
ORD1158,CUST5008,2026-08-19,7999.0,INR,PAY3158,COMPLETED
ORD1159,CUST5009,2026-08-20,12499.0,INR,PAY3159,COMPLETED
ORD1160,CUST5010,2026-08-01,19999.0,INR,PAY3160,COMPLETED
ORD1161,CUST5011,2026-08-02,29999.0,INR,PAY3161,COMPLETED
ORD1162,CUST5012,2026-08-03,499.0,INR,PAY3162,COMPLETED
ORD1163,CUST5013,2026-08-04,799.0,INR,PAY3163,COMPLETED
ORD1164,CUST5014,2026-08-05,1299.0,INR,PAY3164,COMPLETED
ORD1165,CUST5015,2026-08-06,2499.0,INR,PAY3165,COMPLETED
ORD1166,CUST5016,2026-08-07,4999.0,INR,PAY3166,COMPLETED
ORD1167,CUST5017,2026-08-08,7999.0,INR,PAY3167,COMPLETED
ORD1168,CUST5018,2026-08-09,12499.0,INR,PAY3168,COMPLETED
ORD1169,CUST5019,2026-08-10,19999.0,INR,PAY3169,COMPLETED
ORD1170,CUST5020,2026-08-11,29999.0,INR,PAY3170,COMPLETED
ORD1171,CUST5021,2026-08-12,499.0,INR,PAY3171,COMPLETED
ORD1172,CUST5022,2026-08-13,799.0,INR,PAY3172,COMPLETED
ORD1173,CUST5023,2026-08-14,1299.0,INR,PAY3173,COMPLETED
ORD1174,CUST5024,2026-08-15,2499.0,INR,PAY3174,COMPLETED
ORD1175,CUST5025,2026-08-16,4999.0,INR,PAY3175,COMPLETED
ORD1176,CUST5026,2026-08-17,7999.0,INR,PAY3176,COMPLETED
ORD1177,CUST5027,2026-08-18,12499.0,INR,PAY3177,COMPLETED
ORD1178,CUST5028,2026-08-19,19999.0,INR,PAY3178,COMPLETED
ORD1179,CUST5029,2026-08-20,29999.0,INR,PAY3179,COMPLETED
ORD1180,CUST5000,2026-08-01,499.0,INR,PAY3180,COMPLETED
ORD1181,CUST5001,2026-08-02,799.0,INR,PAY3181,COMPLETED
ORD1182,CUST5002,2026-08-03,1299.0,INR,PAY3182,COMPLETED
ORD1183,CUST5003,2026-08-04,2499.0,INR,PAY3183,COMPLETED
ORD1184,CUST5004,2026-08-05,4999.0,INR,PAY3184,COMPLETED
ORD1185,CUST5005,2026-08-06,7999.0,INR,PAY3185,COMPLETED
ORD1186,CUST5006,2026-08-07,12499.0,INR,PAY3186,COMPLETED
ORD1187,CUST5007,2026-08-08,19999.0,INR,PAY3187,COMPLETED
ORD1188,CUST5008,2026-08-09,29999.0,INR,PAY3188,COMPLETED
ORD1189,CUST5009,2026-08-10,499.0,INR,PAY3189,COMPLETED
ORD1190,CUST5010,2026-08-11,799.0,INR,PAY3190,COMPLETED
ORD1191,CUST5011,2026-08-12,1299.0,INR,PAY3191,COMPLETED
ORD1192,CUST5012,2026-08-13,2499.0,INR,PAY3192,COMPLETED
ORD1193,CUST5013,2026-08-14,4999.0,INR,PAY3193,COMPLETED
ORD1194,CUST5014,2026-08-15,7999.0,INR,PAY3194,COMPLETED
ORD1195,CUST5015,2026-08-16,12499.0,INR,PAY3195,COMPLETED
ORD1196,CUST5016,2026-08-17,19999.0,INR,PAY3196,COMPLETED
ORD1197,CUST5017,2026-08-18,29999.0,INR,PAY3197,COMPLETED
ORD1198,CUST5018,2026-08-19,499.0,INR,PAY3198,COMPLETED
ORD1199,CUST5019,2026-08-20,799.0,INR,PAY3199,COMPLETED
ORD1200,CUST5020,2026-08-01,1299.0,INR,PAY3200,COMPLETED
ORD1201,CUST5021,2026-08-02,2499.0,INR,PAY3201,COMPLETED
ORD1202,CUST5022,2026-08-03,4999.0,INR,PAY3202,COMPLETED
ORD1203,CUST5023,2026-08-04,7999.0,INR,PAY3203,COMPLETED
ORD1204,CUST5024,2026-08-05,12499.0,INR,PAY3204,COMPLETED
ORD1205,CUST5025,2026-08-06,19999.0,INR,PAY3205,COMPLETED
ORD1206,CUST5026,2026-08-07,29999.0,INR,PAY3206,COMPLETED
ORD1207,CUST5027,2026-08-08,499.0,INR,PAY3207,COMPLETED
ORD1208,CUST5028,2026-08-09,799.0,INR,PAY3208,COMPLETED
ORD1209,CUST5029,2026-08-10,1299.0,INR,PAY3209,COMPLETED
ORD1210,CUST5000,2026-08-11,2499.0,INR,PAY3210,COMPLETED
ORD1211,CUST5001,2026-08-12,4999.0,INR,PAY3211,COMPLETED
ORD1212,CUST5002,2026-08-13,7999.0,INR,PAY3212,COMPLETED
ORD1213,CUST5003,2026-08-14,12499.0,INR,PAY3213,COMPLETED
ORD1214,CUST5004,2026-08-15,19999.0,INR,PAY3214,COMPLETED
ORD1215,CUST5005,2026-08-16,29999.0,INR,PAY3215,COMPLETED
ORD1216,CUST5006,2026-08-17,499.0,INR,PAY3216,COMPLETED
ORD1217,CUST5007,2026-08-18,799.0,INR,PAY3217,COMPLETED
ORD1218,CUST5008,2026-08-19,1299.0,INR,PAY3218,COMPLETED
ORD1219,CUST5009,2026-08-20,2499.0,INR,PAY3219,COMPLETED
ORD1220,CUST5010,2026-08-01,4999.0,INR,PAY3220,COMPLETED
ORD1221,CUST5011,2026-08-02,7999.0,INR,PAY3221,COMPLETED
ORD1222,CUST5012,2026-08-03,12499.0,INR,PAY3222,COMPLETED
ORD1223,CUST5013,2026-08-04,19999.0,INR,PAY3223,COMPLETED
ORD1224,CUST5014,2026-08-05,29999.0,INR,PAY3224,COMPLETED
ORD1225,CUST5015,2026-08-06,499.0,INR,PAY3225,COMPLETED
ORD1226,CUST5016,2026-08-07,799.0,INR,PAY3226,COMPLETED
ORD1227,CUST5017,2026-08-08,1299.0,INR,PAY3227,COMPLETED
ORD1228,CUST5018,2026-08-09,2499.0,INR,PAY3228,COMPLETED
ORD1229,CUST5019,2026-08-10,4999.0,INR,PAY3229,COMPLETED
ORD1230,CUST5020,2026-08-11,7999.0,INR,PAY3230,COMPLETED
ORD1231,CUST5021,2026-08-12,12499.0,INR,PAY3231,COMPLETED
ORD1232,CUST5022,2026-08-13,19999.0,INR,PAY3232,COMPLETED
ORD1233,CUST5023,2026-08-14,29999.0,INR,PAY3233,COMPLETED
ORD1234,CUST5024,2026-08-15,499.0,INR,PAY3234,COMPLETED
ORD1235,CUST5025,2026-08-16,799.0,INR,PAY3235,COMPLETED
ORD1236,CUST5026,2026-08-17,1299.0,INR,PAY3236,COMPLETED
ORD1237,CUST5027,2026-08-18,2499.0,INR,PAY3237,COMPLETED
ORD1238,CUST5028,2026-08-19,4999.0,INR,PAY3238,COMPLETED
ORD1239,CUST5029,2026-08-20,7999.0,INR,PAY3239,COMPLETED
ORD1240,CUST5000,2026-08-01,12499.0,INR,PAY3240,COMPLETED
ORD1241,CUST5001,2026-08-02,19999.0,INR,PAY3241,COMPLETED
ORD1242,CUST5002,2026-08-03,29999.0,INR,PAY3242,COMPLETED
ORD1243,CUST5003,2026-08-04,499.0,INR,PAY3243,COMPLETED
ORD1244,CUST5004,2026-08-05,799.0,INR,PAY3244,COMPLETED
ORD1245,CUST5005,2026-08-06,1299.0,INR,PAY3245,COMPLETED
ORD1246,CUST5006,2026-08-07,2499.0,INR,PAY3246,COMPLETED
ORD1247,CUST5007,2026-08-08,4999.0,INR,PAY3247,COMPLETED
ORD1248,CUST5008,2026-08-09,7999.0,INR,PAY3248,COMPLETED
ORD1249,CUST5009,2026-08-10,12499.0,INR,PAY3249,COMPLETED
ORD1250,CUST5010,2026-08-11,19999.0,INR,PAY3250,COMPLETED
ORD1251,CUST5011,2026-08-12,29999.0,INR,PAY3251,COMPLETED
ORD1252,CUST5012,2026-08-13,499.0,INR,PAY3252,COMPLETED
ORD1253,CUST5013,2026-08-14,799.0,INR,PAY3253,COMPLETED
ORD1254,CUST5014,2026-08-15,1299.0,INR,PAY3254,COMPLETED
ORD1255,CUST5015,2026-08-16,2499.0,INR,PAY3255,COMPLETED
ORD1256,CUST5016,2026-08-17,4999.0,INR,PAY3256,COMPLETED
ORD1257,CUST5017,2026-08-18,7999.0,INR,PAY3257,COMPLETED
ORD1258,CUST5018,2026-08-19,12499.0,INR,PAY3258,COMPLETED
ORD1259,CUST5019,2026-08-20,19999.0,INR,PAY3259,COMPLETED
ORD1260,CUST5020,2026-08-01,29999.0,INR,PAY3260,COMPLETED
ORD1261,CUST5021,2026-08-02,499.0,INR,PAY3261,COMPLETED
ORD1262,CUST5022,2026-08-03,799.0,INR,PAY3262,COMPLETED
ORD1263,CUST5023,2026-08-04,1299.0,INR,PAY3263,COMPLETED
ORD1264,CUST5024,2026-08-05,2499.0,INR,PAY3264,COMPLETED
ORD1265,CUST5025,2026-08-06,4999.0,INR,PAY3265,COMPLETED
ORD1266,CUST5026,2026-08-07,7999.0,INR,PAY3266,COMPLETED
ORD1267,CUST5027,2026-08-08,12499.0,INR,PAY3267,COMPLETED
ORD1268,CUST5028,2026-08-09,19999.0,INR,PAY3268,COMPLETED
ORD1269,CUST5029,2026-08-10,29999.0,INR,PAY3269,COMPLETED
ORD1270,CUST5000,2026-08-11,499.0,INR,PAY3270,COMPLETED
ORD1271,CUST5001,2026-08-12,799.0,INR,PAY3271,COMPLETED
ORD1272,CUST5002,2026-08-13,1299.0,INR,PAY3272,COMPLETED
ORD1273,CUST5003,2026-08-14,2499.0,INR,PAY3273,COMPLETED
ORD1274,CUST5004,2026-08-15,4999.0,INR,PAY3274,COMPLETED
ORD1275,CUST5005,2026-08-16,7999.0,INR,PAY3275,COMPLETED
ORD1276,CUST5006,2026-08-17,12499.0,INR,PAY3276,COMPLETED
ORD1277,CUST5007,2026-08-18,19999.0,INR,PAY3277,COMPLETED
ORD1278,CUST5008,2026-08-19,29999.0,INR,PAY3278,COMPLETED
ORD1279,CUST5009,2026-08-20,499.0,INR,PAY3279,COMPLETED
ORD1280,CUST5010,2026-08-01,799.0,INR,PAY3280,COMPLETED
ORD1281,CUST5011,2026-08-02,1299.0,INR,PAY3281,COMPLETED
ORD1282,CUST5012,2026-08-03,2499.0,INR,PAY3282,COMPLETED
ORD1283,CUST5013,2026-08-04,4999.0,INR,PAY3283,COMPLETED
ORD1284,CUST5014,2026-08-05,7999.0,INR,PAY3284,COMPLETED
ORD1285,CUST5015,2026-08-06,12499.0,INR,PAY3285,COMPLETED
ORD1286,CUST5016,2026-08-07,19999.0,INR,PAY3286,COMPLETED
ORD1287,CUST5017,2026-08-08,29999.0,INR,PAY3287,COMPLETED
ORD1288,CUST5018,2026-08-09,499.0,INR,PAY3288,COMPLETED
ORD1289,CUST5019,2026-08-10,799.0,INR,PAY3289,COMPLETED
ORD1290,CUST5020,2026-08-11,1299.0,INR,PAY3290,COMPLETED
ORD1291,CUST5021,2026-08-12,2499.0,INR,PAY3291,COMPLETED
ORD1292,CUST5022,2026-08-13,4999.0,INR,PAY3292,COMPLETED
ORD1293,CUST5023,2026-08-14,7999.0,INR,PAY3293,COMPLETED
ORD1294,CUST5024,2026-08-15,12499.0,INR,PAY3294,COMPLETED
ORD1295,CUST5025,2026-08-16,19999.0,INR,PAY3295,COMPLETED
ORD1296,CUST5026,2026-08-17,29999.0,INR,PAY3296,COMPLETED
ORD1297,CUST5027,2026-08-18,499.0,INR,PAY3297,COMPLETED
ORD1298,CUST5028,2026-08-19,799.0,INR,PAY3298,COMPLETED
ORD1299,CUST5029,2026-08-20,1299.0,INR,PAY3299,COMPLETED
ORD1300,CUST5000,2026-08-01,2499.0,INR,PAY3300,COMPLETED
ORD1301,CUST5001,2026-08-02,4999.0,INR,PAY3301,COMPLETED
ORD1302,CUST5002,2026-08-03,7999.0,INR,PAY3302,COMPLETED
ORD1303,CUST5003,2026-08-04,12499.0,INR,PAY3303,COMPLETED
ORD1304,CUST5004,2026-08-05,19999.0,INR,PAY3304,COMPLETED
ORD1305,CUST5005,2026-08-06,29999.0,INR,PAY3305,COMPLETED
ORD1306,CUST5006,2026-08-07,499.0,INR,PAY3306,COMPLETED
ORD1307,CUST5007,2026-08-08,799.0,INR,PAY3307,COMPLETED
ORD1308,CUST5008,2026-08-09,1299.0,INR,PAY3308,COMPLETED
ORD1309,CUST5009,2026-08-10,2499.0,INR,PAY3309,COMPLETED
ORD1310,CUST5010,2026-08-11,4999.0,INR,PAY3310,COMPLETED
ORD1311,CUST5011,2026-08-12,7999.0,INR,PAY3311,COMPLETED
ORD1312,CUST5012,2026-08-13,12499.0,INR,PAY3312,COMPLETED
ORD1313,CUST5013,2026-08-14,19999.0,INR,PAY3313,COMPLETED
ORD1314,CUST5014,2026-08-15,29999.0,INR,PAY3314,COMPLETED
ORD1315,CUST5015,2026-08-16,499.0,INR,PAY3315,COMPLETED
ORD1316,CUST5016,2026-08-17,799.0,INR,PAY3316,COMPLETED
ORD1317,CUST5017,2026-08-18,1299.0,INR,PAY3317,COMPLETED
ORD1318,CUST5018,2026-08-19,2499.0,INR,PAY3318,COMPLETED
ORD1319,CUST5019,2026-08-20,4999.0,INR,PAY3319,COMPLETED
ORD1320,CUST5020,2026-08-01,7999.0,INR,PAY3320,COMPLETED
ORD1321,CUST5021,2026-08-02,12499.0,INR,PAY3321,COMPLETED
ORD1322,CUST5022,2026-08-03,19999.0,INR,PAY3322,COMPLETED
ORD1323,CUST5023,2026-08-04,29999.0,INR,PAY3323,COMPLETED
ORD1324,CUST5024,2026-08-05,499.0,INR,PAY3324,COMPLETED
ORD1325,CUST5025,2026-08-06,799.0,INR,PAY3325,COMPLETED
ORD1326,CUST5026,2026-08-07,1299.0,INR,PAY3326,COMPLETED
ORD1327,CUST5027,2026-08-08,2499.0,INR,PAY3327,COMPLETED
ORD1328,CUST5028,2026-08-09,4999.0,INR,PAY3328,COMPLETED
ORD1329,CUST5029,2026-08-10,7999.0,INR,PAY3329,COMPLETED
ORD1330,CUST5000,2026-08-11,12499.0,INR,PAY3330,COMPLETED
ORD1331,CUST5001,2026-08-12,19999.0,INR,PAY3331,COMPLETED
ORD1332,CUST5002,2026-08-13,29999.0,INR,PAY3332,COMPLETED
ORD1333,CUST5003,2026-08-14,499.0,INR,PAY3333,COMPLETED
ORD1334,CUST5004,2026-08-15,799.0,INR,PAY3334,COMPLETED
ORD1335,CUST5005,2026-08-16,1299.0,INR,PAY3335,COMPLETED
ORD1336,CUST5006,2026-08-17,2499.0,INR,PAY3336,COMPLETED
ORD1337,CUST5007,2026-08-18,4999.0,INR,PAY3337,COMPLETED
ORD1338,CUST5008,2026-08-19,7999.0,INR,PAY3338,COMPLETED
ORD1339,CUST5009,2026-08-20,12499.0,INR,PAY3339,COMPLETED
ORD1340,CUST5010,2026-08-01,19999.0,INR,PAY3340,COMPLETED
ORD1341,CUST5011,2026-08-02,29999.0,INR,PAY3341,COMPLETED
ORD1342,CUST5012,2026-08-03,499.0,INR,PAY3342,COMPLETED
ORD1343,CUST5013,2026-08-04,799.0,INR,PAY3343,COMPLETED
ORD1344,CUST5014,2026-08-05,1299.0,INR,PAY3344,COMPLETED
ORD1345,CUST5015,2026-08-06,2499.0,INR,PAY3345,COMPLETED
ORD1346,CUST5016,2026-08-07,4999.0,INR,PAY3346,COMPLETED
ORD1347,CUST5017,2026-08-08,7999.0,INR,PAY3347,COMPLETED
ORD1348,CUST5018,2026-08-09,12499.0,INR,PAY3348,COMPLETED
ORD1349,CUST5019,2026-08-10,19999.0,INR,PAY3349,COMPLETED
ORD1350,CUST5020,2026-08-11,29999.0,INR,PAY3350,COMPLETED
