payment_id,order_id,transaction_id,payment_date,payment_time,amount,payment_status,payment_method
PAY3091,ORD1091,TXN9091,2026-08-12,10:15:00,799.0,CAPTURED,CARD
PAY3092,ORD1092,TXN9092,2026-08-13,10:15:00,1299.0,CAPTURED,UPI
PAY3093,ORD1093,TXN9093,2026-08-14,10:15:00,2499.0,CAPTURED,CARD
PAY3094,ORD1094,TXN9094,2026-08-15,10:15:00,4999.0,CAPTURED,UPI
PAY3095,ORD1095,TXN9095,2026-08-16,10:15:00,7999.0,CAPTURED,CARD
PAY3096,ORD1096,TXN9096,2026-08-17,10:15:00,12499.0,CAPTURED,UPI
PAY3097,ORD1097,TXN9097,2026-08-18,10:15:00,19999.0,CAPTURED,CARD
PAY3098,ORD1098,TXN9098,2026-08-19,10:15:00,29999.0,CAPTURED,UPI
PAY3099,ORD1099,TXN9099,2026-08-20,10:15:00,499.0,CAPTURED,CARD
PAY3100,ORD1100,TXN9100,2026-08-01,10:15:00,799.0,CAPTURED,UPI
PAY3101,ORD1101,TXN9101,2026-08-02,10:15:00,1299.0,CAPTURED,CARD
PAY3102,ORD1102,TXN9102,2026-08-03,10:15:00,2499.0,CAPTURED,UPI
PAY3103,ORD1103,TXN9103,2026-08-04,10:15:00,4999.0,CAPTURED,CARD
PAY3104,ORD1104,TXN9104,2026-08-05,10:15:00,7999.0,CAPTURED,UPI
PAY3105,ORD1105,TXN9105,2026-08-06,10:15:00,12499.0,CAPTURED,CARD
PAY3106,ORD1106,TXN9106,2026-08-07,10:15:00,19999.0,CAPTURED,UPI
PAY3107,ORD1107,TXN9107,2026-08-08,10:15:00,29999.0,CAPTURED,CARD
PAY3108,ORD1108,TXN9108,2026-08-09,10:15:00,499.0,CAPTURED,UPI
PAY3109,ORD1109,TXN9109,2026-08-10,10:15:00,799.0,CAPTURED,CARD
PAY3110,ORD1110,TXN9110,2026-08-11,10:15:00,1299.0,CAPTURED,UPI
PAY3111,ORD1111,TXN9111,2026-08-12,10:15:00,2499.0,CAPTURED,CARD
PAY3112,ORD1112,TXN9112,2026-08-13,10:15:00,4999.0,CAPTURED,UPI
PAY3113,ORD1113,TXN9113,2026-08-14,10:15:00,7999.0,CAPTURED,CARD
PAY3114,ORD1114,TXN9114,2026-08-15,10:15:00,12499.0,CAPTURED,UPI
PAY3115,ORD1115,TXN9115,2026-08-16,10:15:00,19999.0,CAPTURED,CARD
PAY3116,ORD1116,TXN9116,2026-08-17,10:15:00,29999.0,CAPTURED,UPI
PAY3117,ORD1117,TXN9117,2026-08-18,10:15:00,499.0,CAPTURED,CARD
PAY3118,ORD1118,TXN9118,2026-08-19,10:15:00,799.0,CAPTURED,UPI
PAY3119,ORD1119,TXN9119,2026-08-20,10:15:00,1299.0,CAPTURED,CARD
PAY3120,ORD1120,TXN9120,2026-08-01,10:15:00,2499.0,CAPTURED,UPI
PAY3121,ORD1121,TXN9121,2026-08-02,10:15:00,4999.0,CAPTURED,CARD
PAY3122,ORD1122,TXN9122,2026-08-03,10:15:00,7999.0,CAPTURED,UPI
PAY3123,ORD1123,TXN9123,2026-08-04,10:15:00,12499.0,CAPTURED,CARD
PAY3124,ORD1124,TXN9124,2026-08-05,10:15:00,19999.0,CAPTURED,UPI
PAY3125,ORD1125,TXN9125,2026-08-06,10:15:00,29999.0,CAPTURED,CARD
PAY3126,ORD1126,TXN9126,2026-08-07,10:15:00,499.0,CAPTURED,UPI
PAY3127,ORD1127,TXN9127,2026-08-08,10:15:00,799.0,CAPTURED,CARD
PAY3128,ORD1128,TXN9128,2026-08-09,10:15:00,1299.0,CAPTURED,UPI
PAY3129,ORD1129,TXN9129,2026-08-10,10:15:00,2499.0,CAPTURED,CARD
PAY3130,ORD1130,TXN9130,2026-08-11,10:15:00,4999.0,CAPTURED,UPI
PAY3131,ORD1131,TXN9131,2026-08-12,10:15:00,7999.0,CAPTURED,CARD
PAY3132,ORD1132,TXN9132,2026-08-13,10:15:00,12499.0,CAPTURED,UPI
PAY3133,ORD1133,TXN9133,2026-08-14,10:15:00,19999.0,CAPTURED,CARD
PAY3134,ORD1134,TXN9134,2026-08-15,10:15:00,29999.0,CAPTURED,UPI
PAY3135,ORD1135,TXN9135,2026-08-16,10:15:00,499.0,CAPTURED,CARD
PAY3136,ORD1136,TXN9136,2026-08-17,10:15:00,799.0,CAPTURED,UPI
PAY3137,ORD1137,TXN9137,2026-08-18,10:15:00,1299.0,CAPTURED,CARD
PAY3138,ORD1138,TXN9138,2026-08-19,10:15:00,2499.0,CAPTURED,UPI
PAY3139,ORD1139,TXN9139,2026-08-20,10:15:00,4999.0,CAPTURED,CARD
PAY3140,ORD1140,TXN9140,2026-08-01,10:15:00,7999.0,CAPTURED,UPI
PAY3141,ORD1141,TXN9141,2026-08-02,10:15:00,12499.0,CAPTURED,CARD
PAY3142,ORD1142,TXN9142,2026-08-03,10:15:00,19999.0,CAPTURED,UPI
PAY3143,ORD1143,TXN9143,2026-08-04,10:15:00,29999.0,CAPTURED,CARD
PAY3144,ORD1144,TXN9144,2026-08-05,10:15:00,499.0,CAPTURED,UPI
PAY3145,ORD1145,TXN9145,2026-08-06,10:15:00,799.0,CAPTURED,CARD
PAY3146,ORD1146,TXN9146,2026-08-07,10:15:00,1299.0,CAPTURED,UPI
PAY3147,ORD1147,TXN9147,2026-08-08,10:15:00,2499.0,CAPTURED,CARD
PAY3148,ORD1148,TXN9148,2026-08-09,10:15:00,4999.0,CAPTURED,UPI
PAY3149,ORD1149,TXN9149,2026-08-10,10:15:00,7999.0,CAPTURED,CARD
PAY3150,ORD1150,TXN9150,2026-08-11,10:15:00,12499.0,CAPTURED,UPI
PAY3151,ORD1151,TXN9151,2026-08-12,10:15:00,19999.0,CAPTURED,CARD
PAY3152,ORD1152,TXN9152,2026-08-13,10:15:00,29999.0,CAPTURED,UPI
PAY3153,ORD1153,TXN9153,2026-08-14,10:15:00,499.0,CAPTURED,CARD
PAY3154,ORD1154,TXN9154,2026-08-15,10:15:00,799.0,CAPTURED,UPI
PAY3155,ORD1155,TXN9155,2026-08-16,10:15:00,1299.0,CAPTURED,CARD
PAY3156,ORD1156,TXN9156,2026-08-17,10:15:00,2499.0,CAPTURED,UPI
PAY3157,ORD1157,TXN9157,2026-08-18,10:15:00,4999.0,CAPTURED,CARD
PAY3158,ORD1158,TXN9158,2026-08-19,10:15:00,7999.0,CAPTURED,UPI
PAY3159,ORD1159,TXN9159,2026-08-20,10:15:00,12499.0,CAPTURED,CARD
PAY3160,ORD1160,TXN9160,2026-08-01,10:15:00,19999.0,CAPTURED,UPI
PAY3161,ORD1161,TXN9161,2026-08-02,10:15:00,29999.0,CAPTURED,CARD
PAY3162,ORD1162,TXN9162,2026-08-03,10:15:00,499.0,CAPTURED,UPI
PAY3163,ORD1163,TXN9163,2026-08-04,10:15:00,799.0,CAPTURED,CARD
PAY3164,ORD1164,TXN9164,2026-08-05,10:15:00,1299.0,CAPTURED,UPI
PAY3165,ORD1165,TXN9165,2026-08-06,10:15:00,2499.0,CAPTURED,CARD
PAY3166,ORD1166,TXN9166,2026-08-07,10:15:00,4999.0,CAPTURED,UPI
PAY3167,ORD1167,TXN9167,2026-08-08,10:15:00,7999.0,CAPTURED,CARD
PAY3168,ORD1168,TXN9168,2026-08-09,10:15:00,12499.0,CAPTURED,UPI
PAY3169,ORD1169,TXN9169,2026-08-10,10:15:00,19999.0,CAPTURED,CARD
PAY3170,ORD1170,TXN9170,2026-08-11,10:15:00,29999.0,CAPTURED,UPI
PAY3171,ORD1171,TXN9171,2026-08-12,10:15:00,499.0,CAPTURED,CARD
PAY3172,ORD1172,TXN9172,2026-08-13,10:15:00,799.0,CAPTURED,UPI
PAY3173,ORD1173,TXN9173,2026-08-14,10:15:00,1299.0,CAPTURED,CARD
PAY3174,ORD1174,TXN9174,2026-08-15,10:15:00,2499.0,CAPTURED,UPI
PAY3175,ORD1175,TXN9175,2026-08-16,10:15:00,4999.0,CAPTURED,CARD
PAY3176,ORD1176,TXN9176,2026-08-17,10:15:00,7999.0,CAPTURED,UPI
PAY3177,ORD1177,TXN9177,2026-08-18,10:15:00,12499.0,CAPTURED,CARD
PAY3178,ORD1178,TXN9178,2026-08-19,10:15:00,19999.0,CAPTURED,UPI
PAY3179,ORD1179,TXN9179,2026-08-20,10:15:00,29999.0,CAPTURED,CARD
PAY3180,ORD1180,TXN9180,2026-08-01,10:15:00,499.0,CAPTURED,UPI
PAY3181,ORD1181,TXN9181,2026-08-02,10:15:00,799.0,CAPTURED,CARD
PAY3182,ORD1182,TXN9182,2026-08-03,10:15:00,1299.0,CAPTURED,UPI
PAY3183,ORD1183,TXN9183,2026-08-04,10:15:00,2499.0,CAPTURED,CARD
PAY3184,ORD1184,TXN9184,2026-08-05,10:15:00,4999.0,CAPTURED,UPI
PAY3185,ORD1185,TXN9185,2026-08-06,10:15:00,7999.0,CAPTURED,CARD
PAY3186,ORD1186,TXN9186,2026-08-07,10:15:00,12499.0,CAPTURED,UPI
PAY3187,ORD1187,TXN9187,2026-08-08,10:15:00,19999.0,CAPTURED,CARD
PAY3188,ORD1188,TXN9188,2026-08-09,10:15:00,29999.0,CAPTURED,UPI
PAY3189,ORD1189,TXN9189,2026-08-10,10:15:00,499.0,CAPTURED,CARD
PAY3190,ORD1190,TXN9190,2026-08-11,10:15:00,799.0,CAPTURED,UPI
PAY3191,ORD1191,TXN9191,2026-08-12,10:15:00,1299.0,CAPTURED,CARD
PAY3192,ORD1192,TXN9192,2026-08-13,10:15:00,2499.0,CAPTURED,UPI
PAY3193,ORD1193,TXN9193,2026-08-14,10:15:00,4999.0,CAPTURED,CARD
PAY3194,ORD1194,TXN9194,2026-08-15,10:15:00,7999.0,CAPTURED,UPI
PAY3195,ORD1195,TXN9195,2026-08-16,10:15:00,12499.0,CAPTURED,CARD
PAY3196,ORD1196,TXN9196,2026-08-17,10:15:00,19999.0,CAPTURED,UPI
PAY3197,ORD1197,TXN9197,2026-08-18,10:15:00,29999.0,CAPTURED,CARD
PAY3198,ORD1198,TXN9198,2026-08-19,10:15:00,499.0,CAPTURED,UPI
PAY3199,ORD1199,TXN9199,2026-08-20,10:15:00,799.0,CAPTURED,CARD
PAY3200,ORD1200,TXN9200,2026-08-01,10:15:00,1299.0,CAPTURED,UPI
PAY3201,ORD1201,TXN9201,2026-08-02,10:15:00,2499.0,CAPTURED,CARD
PAY3202,ORD1202,TXN9202,2026-08-03,10:15:00,4999.0,CAPTURED,UPI
PAY3203,ORD1203,TXN9203,2026-08-04,10:15:00,7999.0,CAPTURED,CARD
PAY3204,ORD1204,TXN9204,2026-08-05,10:15:00,12499.0,CAPTURED,UPI
PAY3205,ORD1205,TXN9205,2026-08-06,10:15:00,19999.0,CAPTURED,CARD
PAY3206,ORD1206,TXN9206,2026-08-07,10:15:00,29999.0,CAPTURED,UPI
PAY3207,ORD1207,TXN9207,2026-08-08,10:15:00,499.0,CAPTURED,CARD
PAY3208,ORD1208,TXN9208,2026-08-09,10:15:00,799.0,CAPTURED,UPI
PAY3209,ORD1209,TXN9209,2026-08-10,10:15:00,1299.0,CAPTURED,CARD
PAY3210,ORD1210,TXN9210,2026-08-11,10:15:00,2499.0,CAPTURED,UPI
PAY3211,ORD1211,TXN9211,2026-08-12,10:15:00,4999.0,CAPTURED,CARD
PAY3212,ORD1212,TXN9212,2026-08-13,10:15:00,7999.0,CAPTURED,UPI
PAY3213,ORD1213,TXN9213,2026-08-14,10:15:00,12499.0,CAPTURED,CARD
PAY3214,ORD1214,TXN9214,2026-08-15,10:15:00,19999.0,CAPTURED,UPI
PAY3215,ORD1215,TXN9215,2026-08-16,10:15:00,29999.0,CAPTURED,CARD
PAY3216,ORD1216,TXN9216,2026-08-17,10:15:00,499.0,CAPTURED,UPI
PAY3217,ORD1217,TXN9217,2026-08-18,10:15:00,799.0,CAPTURED,CARD
PAY3218,ORD1218,TXN9218,2026-08-19,10:15:00,1299.0,CAPTURED,UPI
PAY3219,ORD1219,TXN9219,2026-08-20,10:15:00,2499.0,CAPTURED,CARD
PAY3220,ORD1220,TXN9220,2026-08-01,10:15:00,4999.0,CAPTURED,UPI
PAY3221,ORD1221,TXN9221,2026-08-02,10:15:00,7999.0,CAPTURED,CARD
PAY3222,ORD1222,TXN9222,2026-08-03,10:15:00,12499.0,CAPTURED,UPI
PAY3223,ORD1223,TXN9223,2026-08-04,10:15:00,19999.0,CAPTURED,CARD
PAY3224,ORD1224,TXN9224,2026-08-05,10:15:00,29999.0,CAPTURED,UPI
PAY3225,ORD1225,TXN9225,2026-08-06,10:15:00,499.0,CAPTURED,CARD
PAY3226,ORD1226,TXN9226,2026-08-07,10:15:00,799.0,CAPTURED,UPI
PAY3227,ORD1227,TXN9227,2026-08-08,10:15:00,1299.0,CAPTURED,CARD
PAY3228,ORD1228,TXN9228,2026-08-09,10:15:00,2499.0,CAPTURED,UPI
PAY3229,ORD1229,TXN9229,2026-08-10,10:15:00,4999.0,CAPTURED,CARD
PAY3230,ORD1230,TXN9230,2026-08-11,10:15:00,7999.0,CAPTURED,UPI
PAY3231,ORD1231,TXN9231,2026-08-12,10:15:00,12499.0,CAPTURED,CARD
PAY3232,ORD1232,TXN9232,2026-08-13,10:15:00,19999.0,CAPTURED,UPI
PAY3233,ORD1233,TXN9233,2026-08-14,10:15:00,29999.0,CAPTURED,CARD
PAY3234,ORD1234,TXN9234,2026-08-15,10:15:00,499.0,CAPTURED,UPI
PAY3235,ORD1235,TXN9235,2026-08-16,10:15:00,799.0,CAPTURED,CARD
PAY3236,ORD1236,TXN9236,2026-08-17,10:15:00,1299.0,CAPTURED,UPI
PAY3237,ORD1237,TXN9237,2026-08-18,10:15:00,2499.0,CAPTURED,CARD
PAY3238,ORD1238,TXN9238,2026-08-19,10:15:00,4999.0,CAPTURED,UPI
PAY3239,ORD1239,TXN9239,2026-08-20,10:15:00,7999.0,CAPTURED,CARD
PAY3240,ORD1240,TXN9240,2026-08-01,10:15:00,12499.0,CAPTURED,UPI
PAY3241,ORD1241,TXN9241,2026-08-02,10:15:00,19999.0,CAPTURED,CARD
PAY3242,ORD1242,TXN9242,2026-08-03,10:15:00,29999.0,CAPTURED,UPI
PAY3243,ORD1243,TXN9243,2026-08-04,10:15:00,499.0,CAPTURED,CARD
PAY3244,ORD1244,TXN9244,2026-08-05,10:15:00,799.0,CAPTURED,UPI
PAY3245,ORD1245,TXN9245,2026-08-06,10:15:00,1299.0,CAPTURED,CARD
PAY3246,ORD1246,TXN9246,2026-08-07,10:15:00,2499.0,CAPTURED,UPI
PAY3247,ORD1247,TXN9247,2026-08-08,10:15:00,4999.0,CAPTURED,CARD
PAY3248,ORD1248,TXN9248,2026-08-09,10:15:00,7999.0,CAPTURED,UPI
PAY3249,ORD1249,TXN9249,2026-08-10,10:15:00,12499.0,CAPTURED,CARD
PAY3250,ORD1250,TXN9250,2026-08-11,10:15:00,19999.0,CAPTURED,UPI
PAY3251,ORD1251,TXN9251,2026-08-12,10:15:00,29999.0,CAPTURED,CARD
PAY3252,ORD1252,TXN9252,2026-08-13,10:15:00,499.0,CAPTURED,UPI
PAY3253,ORD1253,TXN9253,2026-08-14,10:15:00,799.0,CAPTURED,CARD
PAY3254,ORD1254,TXN9254,2026-08-15,10:15:00,1299.0,CAPTURED,UPI
PAY3255,ORD1255,TXN9255,2026-08-16,10:15:00,2499.0,CAPTURED,CARD
PAY3256,ORD1256,TXN9256,2026-08-17,10:15:00,4999.0,CAPTURED,UPI
PAY3257,ORD1257,TXN9257,2026-08-18,10:15:00,7999.0,CAPTURED,CARD
PAY3258,ORD1258,TXN9258,2026-08-19,10:15:00,12499.0,CAPTURED,UPI
PAY3259,ORD1259,TXN9259,2026-08-20,10:15:00,19999.0,CAPTURED,CARD
PAY3260,ORD1260,TXN9260,2026-08-01,10:15:00,29999.0,CAPTURED,UPI
PAY3261,ORD1261,TXN9261,2026-08-02,10:15:00,499.0,CAPTURED,CARD
PAY3262,ORD1262,TXN9262,2026-08-03,10:15:00,799.0,CAPTURED,UPI
PAY3263,ORD1263,TXN9263,2026-08-04,10:15:00,1299.0,CAPTURED,CARD
PAY3264,ORD1264,TXN9264,2026-08-05,10:15:00,2499.0,CAPTURED,UPI
PAY3265,ORD1265,TXN9265,2026-08-06,10:15:00,4999.0,CAPTURED,CARD
PAY3266,ORD1266,TXN9266,2026-08-07,10:15:00,7999.0,CAPTURED,UPI
PAY3267,ORD1267,TXN9267,2026-08-08,10:15:00,12499.0,CAPTURED,CARD
PAY3268,ORD1268,TXN9268,2026-08-09,10:15:00,19999.0,CAPTURED,UPI
PAY3269,ORD1269,TXN9269,2026-08-10,10:15:00,29999.0,CAPTURED,CARD
PAY3270,ORD1270,TXN9270,2026-08-11,10:15:00,499.0,CAPTURED,UPI
PAY3271,ORD1271,TXN9271,2026-08-12,10:15:00,799.0,CAPTURED,CARD
PAY3272,ORD1272,TXN9272,2026-08-13,10:15:00,1299.0,CAPTURED,UPI
PAY3273,ORD1273,TXN9273,2026-08-14,10:15:00,2499.0,CAPTURED,CARD
PAY3274,ORD1274,TXN9274,2026-08-15,10:15:00,4999.0,CAPTURED,UPI
PAY3275,ORD1275,TXN9275,2026-08-16,10:15:00,7999.0,CAPTURED,CARD
PAY3276,ORD1276,TXN9276,2026-08-17,10:15:00,12499.0,CAPTURED,UPI
PAY3277,ORD1277,TXN9277,2026-08-18,10:15:00,19999.0,CAPTURED,CARD
PAY3278,ORD1278,TXN9278,2026-08-19,10:15:00,29999.0,CAPTURED,UPI
PAY3279,ORD1279,TXN9279,2026-08-20,10:15:00,499.0,CAPTURED,CARD
PAY3280,ORD1280,TXN9280,2026-08-01,10:15:00,799.0,CAPTURED,UPI
PAY3281,ORD1281,TXN9281,2026-08-02,10:15:00,1299.0,CAPTURED,CARD
PAY3282,ORD1282,TXN9282,2026-08-03,10:15:00,2499.0,CAPTURED,UPI
PAY3283,ORD1283,TXN9283,2026-08-04,10:15:00,4999.0,CAPTURED,CARD
PAY3284,ORD1284,TXN9284,2026-08-05,10:15:00,7999.0,CAPTURED,UPI
PAY3285,ORD1285,TXN9285,2026-08-06,10:15:00,12499.0,CAPTURED,CARD
PAY3286,ORD1286,TXN9286,2026-08-07,10:15:00,19999.0,CAPTURED,UPI
PAY3287,ORD1287,TXN9287,2026-08-08,10:15:00,29999.0,CAPTURED,CARD
PAY3288,ORD1288,TXN9288,2026-08-09,10:15:00,499.0,CAPTURED,UPI
PAY3289,ORD1289,TXN9289,2026-08-10,10:15:00,799.0,CAPTURED,CARD
PAY3290,ORD1290,TXN9290,2026-08-11,10:15:00,1299.0,CAPTURED,UPI
PAY3291,ORD1291,TXN9291,2026-08-12,10:15:00,2499.0,CAPTURED,CARD
PAY3292,ORD1292,TXN9292,2026-08-13,10:15:00,4999.0,CAPTURED,UPI
PAY3293,ORD1293,TXN9293,2026-08-14,10:15:00,7999.0,CAPTURED,CARD
PAY3294,ORD1294,TXN9294,2026-08-15,10:15:00,12499.0,CAPTURED,UPI
PAY3295,ORD1295,TXN9295,2026-08-16,10:15:00,19999.0,CAPTURED,CARD
PAY3296,ORD1296,TXN9296,2026-08-17,10:15:00,29999.0,CAPTURED,UPI
PAY3297,ORD1297,TXN9297,2026-08-18,10:15:00,499.0,CAPTURED,CARD
